Name of Entity,Dates of Breach,Reported Date,Date(s) of Discovery of Breach,Date Notice Provided to Consumers,Link,State Reported,Source(s),Start Date of Breach,End Date of Breach
"Bulletproof 360, Inc.",10/26/2016 - 1/31/2017,2017-03-21 00:00:00,2017-02-23 00:00:00,2017-03-21 00:00:00,https://justice.oregon.gov/consumer/DataBreach/Home/Details/176303451,Oregon,https://justice.oregon.gov/consumer/DataBreach/Home/,2016-10-26 00:00:00,2017-01-31 00:00:00
Federal Process Corporation,2/23/2017 - 2/23/2017,2017-03-23 00:00:00,2017-02-23 00:00:00,2017-02-27 00:00:00,https://justice.oregon.gov/consumer/DataBreach/Home/Details/1756333624,Oregon,https://justice.oregon.gov/consumer/DataBreach/Home/,2017-02-23 00:00:00,2017-02-23 00:00:00
"Aptos, Inc",2/1/2016 - 12/31/2016,2017-03-24 00:00:00,2016-11-15 00:00:00,,https://justice.oregon.gov/consumer/DataBreach/Home/Details/1188880149,Oregon,https://justice.oregon.gov/consumer/DataBreach/Home/,2016-02-01 00:00:00,2016-12-31 00:00:00
"Bambeco, Inc",2/1/2016 - 12/31/2016,2017-03-24 00:00:00,2016-11-15 00:00:00,2017-03-06 00:00:00,https://justice.oregon.gov/consumer/DataBreach/Home/Details/621426674,Oregon,https://justice.oregon.gov/consumer/DataBreach/Home/,2016-02-01 00:00:00,2016-12-31 00:00:00
"Easy Breathe, Inc.",2/10/2017 - 2/10/2017,2017-03-27 00:00:00,2017-02-10 00:00:00,2017-03-27 00:00:00,https://justice.oregon.gov/consumer/DataBreach/Home/Details/53973199,Oregon,https://justice.oregon.gov/consumer/DataBreach/Home/,2017-02-10 00:00:00,2017-02-10 00:00:00
Multnomah County Data Breach,8/24/2012 - 12/23/2016,2017-04-06 00:00:00,2016-11-22 00:00:00,2017-01-21 00:00:00,https://justice.oregon.gov/consumer/DataBreach/Home/Details/1634003372,Oregon,https://justice.oregon.gov/consumer/DataBreach/Home/,2012-08-24 00:00:00,2016-12-23 00:00:00
"Solera Holdings, Inc.",,2017-04-07 00:00:00,,,,Oregon,https://justice.oregon.gov/consumer/DataBreach/Home/,a,
Tempur-Pedic,2/15/2016 - 9/30/2016,2017-04-12 00:00:00,2016-11-15 00:00:00,2017-04-04 00:00:00,https://justice.oregon.gov/consumer/DataBreach/Home/Details/499096422,Oregon,https://justice.oregon.gov/consumer/DataBreach/Home/,2016-02-15 00:00:00,2016-09-30 00:00:00
"Six Continents Hotels, Inc. (d/b/a InterContinental Hotels Group)",9/29/2016 - 12/29/2016,2017-04-14 00:00:00,2017-02-28 00:00:00,2017-04-14 00:00:00,https://justice.oregon.gov/consumer/DataBreach/Home/Details/2079126595,Oregon,https://justice.oregon.gov/consumer/DataBreach/Home/,2016-09-29 00:00:00,2016-12-29 00:00:00
"Combat Brands, LLC",7/1/2015 - 2/23/2017,2017-04-17 00:00:00,2017-02-23 00:00:00,2017-04-14 00:00:00,https://justice.oregon.gov/consumer/DataBreach/Home/Details/1511673120,Oregon,https://justice.oregon.gov/consumer/DataBreach/Home/,2015-07-01 00:00:00,2017-02-23 00:00:00
George Fox University,1/16/2017 - 1/16/2017,2017-04-21 00:00:00,2017-04-11 00:00:00,2017-04-21 00:00:00,https://justice.oregon.gov/consumer/DataBreach/Home/Details/944219645,Oregon,https://justice.oregon.gov/consumer/DataBreach/Home/,2017-01-16 00:00:00,2017-01-16 00:00:00
"RM Acquisition, LLC d/b/a Rand McNally",4/12/2016 - 3/2/2017,2017-05-05 00:00:00,"Tuesday, February 28, 2017
Tuesday, April 11, 2017","Friday, March 10, 2017
Friday, May 5, 2017",https://justice.oregon.gov/consumer/DataBreach/Home/Details/376766170,Oregon,https://justice.oregon.gov/consumer/DataBreach/Home/,2016-04-12 00:00:00,2017-03-02 00:00:00
"Marbles, LLC",2/1/2016 - 12/31/2016,2017-05-08 00:00:00,2016-11-01 00:00:00,"Wednesday, April 19, 2017
Tuesday, April 25, 2017",https://justice.oregon.gov/consumer/DataBreach/Home/Details/1956796343,Oregon,https://justice.oregon.gov/consumer/DataBreach/Home/,2016-02-01 00:00:00,2016-12-31 00:00:00
Lane Community College Health Clinic,3/8/2016 - 2/2/2017,2017-05-09 00:00:00,2017-02-03 00:00:00,2017-03-16 00:00:00,https://justice.oregon.gov/consumer/DataBreach/Home/Details/1389342868,Oregon,https://justice.oregon.gov/consumer/DataBreach/Home/,2016-03-08 00:00:00,2017-02-02 00:00:00
Indigo Wild,11/14/2016 - 4/17/2017,2017-05-12 00:00:00,2017-04-17 00:00:00,2017-05-12 00:00:00,https://justice.oregon.gov/consumer/DataBreach/Home/Details/821889393,Oregon,https://justice.oregon.gov/consumer/DataBreach/Home/,2016-11-14 00:00:00,2017-04-17 00:00:00
"Nicopure Labs, LLC",,2017-05-16 00:00:00,2017-04-03 00:00:00,2017-05-16 00:00:00,https://justice.oregon.gov/consumer/DataBreach/Home/Details/254435918,Oregon,https://justice.oregon.gov/consumer/DataBreach/Home/,a,
"Rite Aid Online Store, Inc.",1/30/2017 - 4/11/2017,2017-05-18 00:00:00,2017-04-11 00:00:00,2017-05-17 00:00:00,https://justice.oregon.gov/consumer/DataBreach/Home/Details/1834466091,Oregon,https://justice.oregon.gov/consumer/DataBreach/Home/,2017-01-30 00:00:00,2017-04-11 00:00:00
"TALX Corporation, a wholly owned subsidiary of Equifax, Inc.",1/4/2016 - 3/29/2017,2017-05-23 00:00:00,2017-04-24 00:00:00,2017-05-11 00:00:00,https://justice.oregon.gov/consumer/DataBreach/Home/Details/1267012616,Oregon,https://justice.oregon.gov/consumer/DataBreach/Home/,2016-01-04 00:00:00,2017-03-29 00:00:00
"Incipio, LLC",2/26/2016 - 12/5/2016,2017-05-23 00:00:00,2016-11-01 00:00:00,2017-05-23 00:00:00,https://justice.oregon.gov/consumer/DataBreach/Home/Details/699559141,Oregon,https://justice.oregon.gov/consumer/DataBreach/Home/,2016-02-26 00:00:00,2016-12-05 00:00:00
"Chipotle Mexixan Grill, Inc.",3/24/2017 - 4/18/2017,2017-05-26 00:00:00,2017-04-05 00:00:00,2017-05-26 00:00:00,https://justice.oregon.gov/consumer/DataBreach/Home/Details/132105666,Oregon,https://justice.oregon.gov/consumer/DataBreach/Home/,2017-03-24 00:00:00,2017-04-18 00:00:00
BMO Harris Bank N.A.,5/15/2017 - 5/15/2017,2017-05-31 00:00:00,2017-05-17 00:00:00,2017-05-25 00:00:00,https://justice.oregon.gov/consumer/DataBreach/Home/Details/1712135839,Oregon,https://justice.oregon.gov/consumer/DataBreach/Home/,2017-05-15 00:00:00,2017-05-15 00:00:00
Signature Hardware Inc.,4/28/2017 - 5/30/2017,2017-06-02 00:00:00,2017-05-05 00:00:00,2017-06-02 00:00:00,https://justice.oregon.gov/consumer/DataBreach/Home/Details/1144682364,Oregon,https://justice.oregon.gov/consumer/DataBreach/Home/,2017-04-28 00:00:00,2017-05-30 00:00:00
"GameStop, Inc",,2017-06-05 00:00:00,,,https://justice.oregon.gov/consumer/DataBreach/Home/Details/577228889,Oregon,https://justice.oregon.gov/consumer/DataBreach/Home/,a,
"Freedom Smokes, Inc.",3/7/2017 - 4/25/2017,2017-06-07 00:00:00,2017-04-11 00:00:00,2017-06-07 00:00:00,https://justice.oregon.gov/consumer/DataBreach/Home/Details/9775414,Oregon,https://justice.oregon.gov/consumer/DataBreach/Home/,2017-03-07 00:00:00,2017-04-25 00:00:00
SMH Enterprises,5/30/2017 - 5/30/2017,2017-06-09 00:00:00,2017-05-30 00:00:00,2017-06-08 00:00:00,https://justice.oregon.gov/consumer/DataBreach/Home/Details/1589805587,Oregon,https://justice.oregon.gov/consumer/DataBreach/Home/,2017-05-30 00:00:00,2017-05-30 00:00:00
Washington State University,4/21/2017 - 4/21/2017,2017-06-09 00:00:00,2017-04-26 00:00:00,2017-06-09 00:00:00,https://justice.oregon.gov/consumer/DataBreach/Home/Details/1022352112,Oregon,https://justice.oregon.gov/consumer/DataBreach/Home/,2017-04-21 00:00:00,2017-04-21 00:00:00
Airway Oxygen Inc.,4/18/2017,2017-06-16 00:00:00,2017-04-18 00:00:00,2017-06-01 00:00:00,https://justice.oregon.gov/consumer/DataBreach/Home/Details/454898637,Oregon,https://justice.oregon.gov/consumer/DataBreach/Home/,2017-04-18 00:00:00,
"Kayser-Roth, Inc.",2/1/2016 - 12/31/2016,2017-06-20 00:00:00,2017-02-06 00:00:00,2017-06-20 00:00:00,https://justice.oregon.gov/consumer/DataBreach/Home/Details/2034928810,Oregon,https://justice.oregon.gov/consumer/DataBreach/Home/,2016-02-01 00:00:00,2016-12-31 00:00:00
Home Point Financial Corporation,,2017-06-20 00:00:00,2017-03-30 00:00:00,2017-06-27 00:00:00,https://justice.oregon.gov/consumer/DataBreach/Home/Details/1467475335,Oregon,https://justice.oregon.gov/consumer/DataBreach/Home/,a,
"Gracenote, A Nielsen Company",5/18/2017,2017-06-23 00:00:00,2017-05-19 00:00:00,2017-06-20 00:00:00,https://justice.oregon.gov/consumer/DataBreach/Home/Details/900021860,Oregon,https://justice.oregon.gov/consumer/DataBreach/Home/,2017-05-18 00:00:00,
"Caliber Home Loans, Inc.",1/18/2017 - 4/5/2017,2017-06-23 00:00:00,2017-03-14 00:00:00,2017-06-23 00:00:00,https://justice.oregon.gov/consumer/DataBreach/Home/Details/332568385,Oregon,https://justice.oregon.gov/consumer/DataBreach/Home/,2017-01-18 00:00:00,2017-04-05 00:00:00
"Preferred Hotel Group, Inc",8/10/2016 - 3/9/2017,2017-07-07 00:00:00,,,,Oregon,https://justice.oregon.gov/consumer/DataBreach/Home/,2016-08-10 00:00:00,2017-03-09 00:00:00
"Aetna, Inc.",2/1/2017 - 4/28/2017,2017-07-10 00:00:00,,,,Oregon,https://justice.oregon.gov/consumer/DataBreach/Home/,2017-02-01 00:00:00,2017-04-28 00:00:00
Spark Pay Online Store,4/10/2017 - 6/7/2017,2017-07-12 00:00:00,2017-06-06 00:00:00,2017-06-15 00:00:00,https://justice.oregon.gov/consumer/DataBreach/Home/Details/777691608,Oregon,https://justice.oregon.gov/consumer/DataBreach/Home/,2017-04-10 00:00:00,2017-06-07 00:00:00
"Apartment Management Consultants, LLC",6/29/2017 - 7/3/2017,2017-07-14 00:00:00,2017-07-03 00:00:00,2017-07-05 00:00:00,https://justice.oregon.gov/consumer/DataBreach/Home/Details/210238133,Oregon,https://justice.oregon.gov/consumer/DataBreach/Home/,2017-06-29 00:00:00,2017-07-03 00:00:00
"Two Roads Hospitality, LLC",8/10/2016 - 3/9/2017,2017-07-14 00:00:00,2017-06-06 00:00:00,2017-07-14 00:00:00,https://justice.oregon.gov/consumer/DataBreach/Home/Details/1790268306,Oregon,https://justice.oregon.gov/consumer/DataBreach/Home/,2016-08-10 00:00:00,2017-03-09 00:00:00
Burdette Smith & Bish LLC,3/23/2017 - 4/12/2017,2017-07-14 00:00:00,2017-04-12 00:00:00,2017-07-14 00:00:00,https://justice.oregon.gov/consumer/DataBreach/Home/Details/1222814831,Oregon,https://justice.oregon.gov/consumer/DataBreach/Home/,2017-03-23 00:00:00,2017-04-12 00:00:00
"Keller Williams Realty, Inc.",5/6/2017 - 5/10/2017,2017-07-18 00:00:00,2017-06-25 00:00:00,2017-07-19 00:00:00,https://justice.oregon.gov/consumer/DataBreach/Home/Details/1394806630,Oregon,https://justice.oregon.gov/consumer/DataBreach/Home/,2017-05-06 00:00:00,2017-05-10 00:00:00
"The Buckle, Inc",10/28/2016 - 4/14/2017,2017-07-21 00:00:00,,,,Oregon,https://justice.oregon.gov/consumer/DataBreach/Home/,2016-10-28 00:00:00,2017-04-14 00:00:00
"Value Eyecare Network, Inc. d/b/a 39DollarGlasses.com",5/31/2017,2017-07-21 00:00:00,2017-06-08 00:00:00,2017-07-21 00:00:00,https://justice.oregon.gov/consumer/DataBreach/Home/Details/259899680,Oregon,https://justice.oregon.gov/consumer/DataBreach/Home/,2017-05-31 00:00:00,
"SBE ENT Holdings, LLC",8/10/2016 - 3/9/2017,2017-07-22 00:00:00,2017-06-06 00:00:00,2017-07-14 00:00:00,https://justice.oregon.gov/consumer/DataBreach/Home/Details/1839929853,Oregon,https://justice.oregon.gov/consumer/DataBreach/Home/,2016-08-10 00:00:00,2017-03-09 00:00:00
Avanti Markets Inc.,7/2/2017 - 7/4/2017,2017-07-24 00:00:00,2017-07-04 00:00:00,2017-07-07 00:00:00,https://justice.oregon.gov/consumer/DataBreach/Home/Details/705022903,Oregon,https://justice.oregon.gov/consumer/DataBreach/Home/,2017-07-02 00:00:00,2017-07-04 00:00:00
Steel Technology LLC dba Hydro Flask,5/2/2017,2017-07-28 00:00:00,2017-05-02 00:00:00,2017-07-26 00:00:00,https://justice.oregon.gov/consumer/DataBreach/Home/Details/137569428,Oregon,https://justice.oregon.gov/consumer/DataBreach/Home/,2017-05-02 00:00:00,
Performant Financial Corporation,1/27/2017 - 2/2/2017,2017-08-14 00:00:00,2017-04-07 00:00:00,2017-08-11 00:00:00,https://justice.oregon.gov/consumer/DataBreach/Home/Details/1717599601,Oregon,https://justice.oregon.gov/consumer/DataBreach/Home/,2017-01-27 00:00:00,2017-02-02 00:00:00
"Dutch, LLC","6/9/2016 - 6/6/2017, 12/25/2016 - 1/26/2017",2017-08-17 00:00:00,2017-06-09 00:00:00,2017-08-17 00:00:00,https://justice.oregon.gov/consumer/DataBreach/Home/Details/1150146126,Oregon,https://justice.oregon.gov/consumer/DataBreach/Home/,2016-06-09 00:00:00,2017-01-26 00:00:00
Loews Hotels & Co,8/29/2016 - 3/9/2017,2017-08-18 00:00:00,2017-06-06 00:00:00,2017-07-05 00:00:00,https://justice.oregon.gov/consumer/DataBreach/Home/Details/582692651,Oregon,https://justice.oregon.gov/consumer/DataBreach/Home/,2016-08-29 00:00:00,2017-03-09 00:00:00
Bright Wood Corporation,5/1/2017 - 7/13/2017,2017-08-29 00:00:00,2017-07-07 00:00:00,2017-09-05 00:00:00,https://justice.oregon.gov/consumer/DataBreach/Home/Details/1595269349,Oregon,https://justice.oregon.gov/consumer/DataBreach/Home/,2017-05-01 00:00:00,2017-07-13 00:00:00
Equifax Inc.,5/13/2017 - 7/30/2017,2017-09-07 00:00:00,2017-07-29 00:00:00,2017-09-07 00:00:00,https://justice.oregon.gov/consumer/DataBreach/Home/Details/1027815874,Oregon,https://justice.oregon.gov/consumer/DataBreach/Home/,2017-05-13 00:00:00,2017-07-30 00:00:00
Native Canada Footwear Ltd,4/28/2015 - 6/23/2017,2017-09-08 00:00:00,2017-06-23 00:00:00,2017-08-16 00:00:00,https://justice.oregon.gov/consumer/DataBreach/Home/Details/2040392572,Oregon,https://justice.oregon.gov/consumer/DataBreach/Home/,2015-04-28 00:00:00,2017-06-23 00:00:00
"CBS Consolidated, Inc.",7/10/2017,2017-09-13 00:00:00,2017-07-10 00:00:00,2017-09-08 00:00:00,https://justice.oregon.gov/consumer/DataBreach/Home/Details/1472939097,Oregon,https://justice.oregon.gov/consumer/DataBreach/Home/,2017-07-10 00:00:00,
"Bulletproof 360, Inc","10/26/2016 - 5/30/2017, 8/28/2017 - 9/5/2017",2017-09-15 00:00:00,"Thursday, February 23, 2017
Tuesday, August 1, 2017
Tuesday, September 5, 2017","Tuesday, March 21, 2017
Friday, September 15, 2017",https://justice.oregon.gov/consumer/DataBreach/Home/Details/905485622,Oregon,https://justice.oregon.gov/consumer/DataBreach/Home/,2016-10-26 00:00:00,2017-09-05 00:00:00
TRUEbenefits LLC,,2017-09-18 00:00:00,,,https://justice.oregon.gov/consumer/DataBreach/Home/Details/1077477421,Oregon,https://justice.oregon.gov/consumer/DataBreach/Home/,a,
"W.W. Grainger, Inc.",8/23/2017 - 8/23/2017,2017-09-20 00:00:00,2017-08-24 00:00:00,2017-09-18 00:00:00,https://justice.oregon.gov/consumer/DataBreach/Home/Details/510023946,Oregon,https://justice.oregon.gov/consumer/DataBreach/Home/,2017-08-23 00:00:00,2017-08-23 00:00:00
"Brown/Armstrong, PC",,2017-09-25 00:00:00,2017-09-05 00:00:00,2017-09-21 00:00:00,https://justice.oregon.gov/consumer/DataBreach/Home/Details/2090054119,Oregon,https://justice.oregon.gov/consumer/DataBreach/Home/,a,
Phoenix Inns,8/10/2016 - 3/9/2017,2017-09-28 00:00:00,2017-06-08 00:00:00,2017-09-22 00:00:00,https://justice.oregon.gov/consumer/DataBreach/Home/Details/1522600644,Oregon,https://justice.oregon.gov/consumer/DataBreach/Home/,2016-08-10 00:00:00,2017-03-09 00:00:00
"Servis One, Inc. dba BSI Financial Services",5/31/2017 - 6/1/2017,2017-09-29 00:00:00,2017-06-01 00:00:00,2017-09-25 00:00:00,https://justice.oregon.gov/consumer/DataBreach/Home/Details/955147169,Oregon,https://justice.oregon.gov/consumer/DataBreach/Home/,2017-05-31 00:00:00,2017-06-01 00:00:00
The Online Traffic School,6/20/2014 - 7/26/2017,2017-09-29 00:00:00,2017-07-26 00:00:00,2017-09-29 00:00:00,https://justice.oregon.gov/consumer/DataBreach/Home/Details/387693694,Oregon,https://justice.oregon.gov/consumer/DataBreach/Home/,2014-06-20 00:00:00,2017-07-26 00:00:00
Kenco Group,8/30/2017 - 8/30/2017,2017-10-02 00:00:00,,2017-09-29 00:00:00,https://justice.oregon.gov/consumer/DataBreach/Home/Details/1967723867,Oregon,https://justice.oregon.gov/consumer/DataBreach/Home/,2017-08-30 00:00:00,2017-08-30 00:00:00
"FlexShopper, LLC",8/25/2017 - 8/30/2017,2017-10-05 00:00:00,2017-08-30 00:00:00,2017-10-05 00:00:00,https://justice.oregon.gov/consumer/DataBreach/Home/Details/1400270392,Oregon,https://justice.oregon.gov/consumer/DataBreach/Home/,2017-08-25 00:00:00,2017-08-30 00:00:00
Tommie Copper Inc.,4/25/2017 - 8/29/2017,2017-10-06 00:00:00,2017-08-24 00:00:00,2017-10-06 00:00:00,https://justice.oregon.gov/consumer/DataBreach/Home/Details/832816917,Oregon,https://justice.oregon.gov/consumer/DataBreach/Home/,2017-04-25 00:00:00,2017-08-29 00:00:00
"Provo Craft & Novelty, Inc., d/b/a Cricut",5/27/2017 - 7/12/2017,2017-10-12 00:00:00,2017-09-13 00:00:00,2017-10-05 00:00:00,https://justice.oregon.gov/consumer/DataBreach/Home/Details/265363442,Oregon,https://justice.oregon.gov/consumer/DataBreach/Home/,2017-05-27 00:00:00,2017-07-12 00:00:00
Hyatt Hotels Corporation,3/18/2017 - 7/2/2017,2017-10-12 00:00:00,2017-07-07 00:00:00,2017-10-12 00:00:00,https://justice.oregon.gov/consumer/DataBreach/Home/Details/1277940140,Oregon,https://justice.oregon.gov/consumer/DataBreach/Home/,2017-03-18 00:00:00,2017-07-02 00:00:00
Owner's Association of Rivertide Suites,8/10/2016 - 3/9/2017,2017-10-13 00:00:00,2017-09-06 00:00:00,2017-10-13 00:00:00,https://justice.oregon.gov/consumer/DataBreach/Home/Details/710486665,Oregon,https://justice.oregon.gov/consumer/DataBreach/Home/,2016-08-10 00:00:00,2017-03-09 00:00:00
Catholic United Financial,11/12/2016 - 9/6/2017,2017-10-13 00:00:00,,,,Oregon,https://justice.oregon.gov/consumer/DataBreach/Home/,2016-11-12 00:00:00,2017-09-06 00:00:00
"Transamerica, including Transamerica Life Insurance Company & Transamerica Retirement Solutions, LLC",1/3/2017 - 8/29/2017,2017-10-13 00:00:00,2017-09-19 00:00:00,2017-10-16 00:00:00,https://justice.oregon.gov/consumer/DataBreach/Home/Details/1723063363,Oregon,https://justice.oregon.gov/consumer/DataBreach/Home/,2017-01-03 00:00:00,2017-08-29 00:00:00
"Pizza Hut, LLC",10/1/2017 - 10/2/2017,2017-10-16 00:00:00,2017-10-05 00:00:00,2017-10-14 00:00:00,https://justice.oregon.gov/consumer/DataBreach/Home/Details/1155609888,Oregon,https://justice.oregon.gov/consumer/DataBreach/Home/,2017-10-01 00:00:00,2017-10-02 00:00:00
"Whole Foods Market Services, Inc.",3/10/2017 - 9/28/2017,2017-10-20 00:00:00,2017-09-23 00:00:00,2017-10-20 00:00:00,https://justice.oregon.gov/consumer/DataBreach/Home/Details/588156413,Oregon,https://justice.oregon.gov/consumer/DataBreach/Home/,2017-03-10 00:00:00,2017-09-28 00:00:00
"Shop-Rite Supermarkets, Inc.",2/1/2016 - 2/1/2016,2017-10-30 00:00:00,2017-08-19 00:00:00,2017-10-12 00:00:00,https://justice.oregon.gov/consumer/DataBreach/Home/Details/20702938,Oregon,https://justice.oregon.gov/consumer/DataBreach/Home/,2016-02-01 00:00:00,2016-02-01 00:00:00
"Tween Brands, Inc.",,2017-11-03 00:00:00,2017-09-07 00:00:00,2017-11-03 00:00:00,https://justice.oregon.gov/consumer/DataBreach/Home/Details/1600733111,Oregon,https://justice.oregon.gov/consumer/DataBreach/Home/,a,
Gallagher NAC,6/18/2017 - 9/19/2017,2017-11-13 00:00:00,2017-09-21 00:00:00,2017-11-13 00:00:00,https://justice.oregon.gov/consumer/DataBreach/Home/Details/1033279636,Oregon,https://justice.oregon.gov/consumer/DataBreach/Home/,2017-06-18 00:00:00,2017-09-19 00:00:00
ABM Industries Incorporated,7/7/2017,2017-11-14 00:00:00,"Tuesday, August 1, 2017
Tuesday, October 17, 2017",2017-11-13 00:00:00,https://justice.oregon.gov/consumer/DataBreach/Home/Details/465826161,Oregon,https://justice.oregon.gov/consumer/DataBreach/Home/,2017-07-07 00:00:00,
ABM Industries Incorporated,7/7/2017,2017-11-14 00:00:00,0001-01-01 00:00:00,2019-03-12 00:00:00,https://justice.oregon.gov/consumer/DataBreach/Home/Details/402932870,Oregon,https://justice.oregon.gov/consumer/DataBreach/Home/,2017-07-07 00:00:00,
"Uber Technologies, Inc.",10/13/2016 - 11/15/2016,2017-11-21 00:00:00,2016-11-14 00:00:00,2017-11-22 00:00:00,https://justice.oregon.gov/consumer/DataBreach/Home/Details/2045856334,Oregon,https://justice.oregon.gov/consumer/DataBreach/Home/,2016-10-13 00:00:00,2016-11-15 00:00:00
"The Medical College of Wisconsin, Inc.",7/21/2017 - 7/28/2017,2017-11-30 00:00:00,2017-09-20 00:00:00,2017-11-17 00:00:00,https://justice.oregon.gov/consumer/DataBreach/Home/Details/343495909,Oregon,https://justice.oregon.gov/consumer/DataBreach/Home/,2017-07-21 00:00:00,2017-07-28 00:00:00
JAM Paper & Envelope,6/15/2016 - 11/6/2017,2017-12-01 00:00:00,2017-11-17 00:00:00,2017-12-01 00:00:00,https://justice.oregon.gov/consumer/DataBreach/Home/Details/1923526082,Oregon,https://justice.oregon.gov/consumer/DataBreach/Home/,2016-06-15 00:00:00,2017-11-06 00:00:00
National Capital Poison Center (“NCPC”),10/21/2017 - 10/21/2017,2017-12-08 00:00:00,2017-11-27 00:00:00,2017-12-08 00:00:00,https://justice.oregon.gov/consumer/DataBreach/Home/Details/221165657,Oregon,https://justice.oregon.gov/consumer/DataBreach/Home/,2017-10-21 00:00:00,2017-10-21 00:00:00
