Name of Entity,Start Date of Breach,Individuals Affected,State Reported,Data Stolen,Date Notice Provided to Consumers,Date(s) of Discovery of Breach,Dates of Breach,Details,End Date of Breach,Entity Type,Industry,Link to PDF,Location of Breached Information,Parent Company,Reported Date,Type of Breach,Website
"actavis, inc.",8/25/15 (Discovered 9/3/15) ,10.0,['Maine'],UNK,2015-10-01 00:00:00,,8/25/15 (Discovered 9/3/15) ,,,,,,,,,7,
"actelis networks, inc. ",2013-12-13 00:00:00,,['New Hampshire'],UNK,,,"December 13, 2013",,,,,https://www.doj.nh.gov/consumer/security-breaches/documents/actelis-networks-20131213.pdf,,,,7,
"actifio, inc.",2/3/16 (Discovered 2/16/16),1.0,['Maine'],UNK,2016-03-02 00:00:00,,2/3/16 (Discovered 2/16/16),,,,,,,,,7,
"actifio, inc.",2016-03-02 00:00:00,,['New Hampshire'],UNK,,,"March 02, 2016",,,,Information Technology,https://www.doj.nh.gov/consumer/security-breaches/documents/actifio-20160302.pdf,,,,7,actifio.com
"actifio, inc.",2016-03-03 00:00:00,3.0,['Maryland'],UNK,,,3/3/2016,,,,Information Technology,,,,,7,actifio.com
activenetwork,12/13/16 - 9/25/17 (Discovered 1/25/18),1.0,['Maine'],UNK,2018-02-23 00:00:00,,12/13/16 - 9/25/17 (Discovered 1/25/18),,,,,,,,,7,
activenetwork,2016-08-22 00:00:00,,['Wisconsin'],UNK,2016-09-19 00:00:00,,"August 22, 2016",,,,,,,,,7,
activenetwork,2016-12-13 00:00:00,207.0,['Indiana'],UNK,2018-02-23 00:00:00,,2016-12-13 00:00:00,,,,,,,,,7,
activenetwork,2018-02-23 00:00:00,6.0,"['Maryland', 'New Hampshire']",UNK,,,2/23/2018,,,,,,,,,1,
activenetwork,"August 22, 2016",,['Wisconsin'],UNK,"September 19, 2016",,"August 22, 2016",,,,,,,,,7,
activeoutdoors,2016-09-16 00:00:00,4097.0,['Maryland'],UNK,,,9/16/2016,,,,IT,,,Vodafone,,1,www.wayfinder.com
activeoutdoors,2016-09-19 00:00:00,,['New Hampshire'],UNK,,,"September 19, 2016",,,,IT,https://www.doj.nh.gov/consumer/security-breaches/documents/activeoutdoors-20160919.pdf,,Vodafone,,7,www.wayfinder.com
activeoutdoors,Discovered 8/22/16,1145.0,['Maine'],UNK,2016-09-19 00:00:00,,Discovered 8/22/16,,,,,,,,,7,
activeoutdoors,Prior,,['Washington'],UNK,,,Prior to July 2006,,July 2006,,IT,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Supporting_Law_Enforcement/ActiveOutdoors.2016-09-19.pdf,,Vodafone,2016-09-19 00:00:00,7,www.wayfinder.com
activeoutdoors,a,,['Oregon'],UNK,2016-09-19 00:00:00,2016-08-22 00:00:00,,,,,IT,,,Vodafone,2016-09-19 00:00:00,7,www.wayfinder.com
acuatlanta.net,2016-11-01 00:00:00,2.0,['Maine'],UNK,2016-12-19 00:00:00,,2016-11-01 00:00:00,,,,,,,,,7,
"acumentrics corporation, ",2012-06-11 00:00:00,,['New Hampshire'],UNK,,,"June 11, 2012",,,,,https://www.doj.nh.gov/consumer/security-breaches/documents/acumentrics-20120611.pdf,,,,7,
"adams county, wi",2013-01-01 00:00:00,258120.0,['Wisconsin'],UNK,2018-08-10 00:00:00,,"January 1, 2013 through March 28, 2018",,2018-03-28 00:00:00,,,,,,,7,
"adams county, wi","January 1, 2013",258120.0,['Wisconsin'],UNK,"August 10, 2018",,"January 1, 2013 through March 28, 2018",,"March 28, 2018",,,,,,,7,
adelmantravelsystemsinc,2018-06-14 00:00:00,48.0,['Indiana'],UNK,2018-10-18 00:00:00,,2018-06-14 00:00:00,,,,,,,,,7,
adelmantravelsystemsinc,2018-10-18 00:00:00,,['Maryland'],UNK,,,10/18/2018,,,,,,,,,1,
adena health system,2019-01-02 00:00:00,,['Maryland'],UNK,,,1/2/2019,,,,,,,,,1,
"adfinternational,inc.",2017-03-10 00:00:00,303.0,['Indiana'],UNK,2013-04-12 00:00:00,,2017-03-10 00:00:00,,,,,,,,,7,
"adfinternational,inc.",2017-04-12 00:00:00,,['New Hampshire'],UNK,,,"April 12, 2017",,,,,https://www.doj.nh.gov/consumer/security-breaches/documents/adf-20170412.pdf,,,,7,
adjutantgeneralsofficeofindiana,2018-10-15 00:00:00,1972.0,['Indiana'],UNK,2018-10-24 00:00:00,,2018-10-15 00:00:00,,,,,,,,,7,
adobe,2013-10-04 00:00:00,2.0,['Wisconsin'],UNK,2013-10-04 00:00:00,,"October 4, 2013",,,,,,,,,7,
adobe,"October 4, 2013",2.0,['Wisconsin'],UNK,"October 4, 2013",,"October 4, 2013",,,,,,,,,7,
adobe systems incorporated,2013-09-11 00:00:00,,['California'],UNK,,,"09/11/2013, 09/12/2013, 09/13/2013, 09/14/2013, 09/15/2013, 09/16/2013, 09/17/2013",,2013-09-17 00:00:00,,Computer software,https://oag.ca.gov/ecrime/databreach/reports/sb24-42872,,,2013-10-03 00:00:00,7,adobe.com
"adobe systems, ",2013-10-02 00:00:00,,['New Hampshire'],UNK,,,"October 02, 2013",,,,Computer software,https://www.doj.nh.gov/consumer/security-breaches/documents/adobe-systems-20131002.pdf,,,,7,adobe.com
adoptahighwaymaintenancecorporation,2018-10-23 00:00:00,405.0,['Indiana'],UNK,2018-12-06 00:00:00,,2018-10-23 00:00:00,,,,,,,,,7,
adoptahighwaymaintenancecorporation,2018-12-03 00:00:00,,['New Hampshire'],UNK,,,"December 03, 2018",,,,,https://www.doj.nh.gov/consumer/security-breaches/documents/adopt-a-highway-20181203.pdf,,,,7,
adoptahighwaymaintenancecorporation,2018-12-07 00:00:00,,['Maryland'],UNK,,,12/7/2018,,,,,,,,,1,
adoptahighwaymaintenancecorporation,"October 23, 2018",405.0,['Maine'],UNK,"December 6, 2018","November 7, 2018","October 23, 2018",,,Other Commercial ,,,,,,7,
adp,2016-01-18 00:00:00,230.0,['Indiana'],UNK,2016-03-22 00:00:00,,2016-01-18 00:00:00,,,,Business services,,,,,7,ADP.com
adp (automatic data processing,2013-04-29 00:00:00,353.0,['Maine'],UNK,2013-06-04 00:00:00,,2013-04-29 00:00:00,,,,Business services,,,,,7,ADP.com
"adp, llc",2015-04-07 00:00:00,,['California'],UNK,,,"04/07/2015, 05/18/2015",,2015-05-18 00:00:00,,Business services,https://oag.ca.gov/ecrime/databreach/reports/sb24-56273,,,2015-06-08 00:00:00,7,ADP.com
adreima,2015-11-04 00:00:00,2.0,['Maryland'],UNK,,,11/4/2015,,,,,,,,,1,
"aduro biotech, inc.",2015-11-04 00:00:00,1.0,['Maryland'],UNK,,,11/4/2015,,,,,,,,,4,
"advance auto parts, inc",2016-03-07 00:00:00,,['California'],UNK,,,03/07/2016,,,,Auto Parts Retail,https://oag.ca.gov/ecrime/databreach/reports/sb24-60518,,,2016-03-16 00:00:00,7,AdvanceAutoParts.com
"advance international marketing, inc.",2016-04-04 00:00:00,,['California'],UNK,,,04/04/2016,,,,,https://oag.ca.gov/ecrime/databreach/reports/sb24-61377,,,2016-04-26 00:00:00,7,
advanceautoparts,2016-03-07 00:00:00,3310.0,"['Maine', 'Indiana', 'Oregon', 'Washington']",UNK,2016-03-15 00:00:00,,2016-03-07 00:00:00,,,,Auto Parts Retail,,,,,7,AdvanceAutoParts.com
advanceautoparts,2016-03-15 00:00:00,,['New Hampshire'],UNK,,,"March 15, 2016",,,,Auto Parts Retail,https://www.doj.nh.gov/consumer/security-breaches/documents/advance-auto-20150315.pdf,,,,7,AdvanceAutoParts.com
advanceautoparts,2016-03-16 00:00:00,2498.0,['Maryland'],UNK,,,3/16/2016,,,,Auto Parts Retail,,,,,7,AdvanceAutoParts.com
advanceautoparts,3/7/2016,,['Oregon'],UNK,"Wednesday, March 16, 2016",,3/7/2016,,,,Auto Parts Retail,,,,04/14/2016,7,AdvanceAutoParts.com
"advanced data processing , inc. and its clients, city of alexandria, virginia and city of alexandria fire dept.","October, 2012 and 8/11/14",1.0,['Maine'],UNK,2014-10-08 00:00:00,,"October, 2012 and 8/11/14",,,,,,,,,7,
"advanced data processing, inc.",2012-06-15 00:00:00,,['California'],UNK,,,"06/15/2012, 10/01/2012",,2012-10-01 00:00:00,,Business services,https://oag.ca.gov/ecrime/databreach/reports/sb24-37063,,,2012-11-28 00:00:00,7,ADP.com
"advanced data processing, inc.",2012-11-28 00:00:00,,['New Hampshire'],UNK,,,"November 28, 2012",,,,Business services,https://www.doj.nh.gov/consumer/security-breaches/documents/advanced-data-processing-20121128.pdf,,,,7,ADP.com
"advanced data processing, inc.",As far back as October 2012 (Discovered 2/3/15),16.0,['Maine'],UNK,2015-04-02 00:00:00,,As far back as October 2012 (Discovered 2/3/15),,,,Business services,,,,,7,ADP.com
"advanced data processing, inc. (adpi)",2012-06-15 00:00:00,,['Wisconsin'],UNK,2012-11-29 00:00:00,,"June 15, 2012 to October 1, 2012",,2012-10-01 00:00:00,,,,,,,7,
"advanced data processing, inc. (adpi)","June 15, 2012",,['Wisconsin'],UNK,"November 29, 2012",,"June 15, 2012 to October 1, 2012",,"October 1, 2012",,,,,,,7,
"advanced graphic products, inc.",2018-02-01 00:00:00,12.0,"['Maryland', 'New Hampshire']",UNK,,,2/1/2018,,,,,,,,,1,
"advanced graphic products, inc. /dba/ ""advanced-online""",2017-04-29 00:00:00,22.0,"['California', 'Indiana']",UNK,,,"04/29/2017, 01/12/2018",,2018-01-12 00:00:00,,,https://oag.ca.gov/ecrime/databreach/reports/sb24-133500,,,2018-02-02 00:00:00,7,
"advanced graphic products, inc. /dba/ ""advanced-online""",4/29/17-1/12/18,58.0,['Maine'],UNK,2018-02-02 00:00:00,,4/29/17-1/12/18,,,,,,,,,7,
advanced international marketing,2016-04-04 00:00:00,263.0,['Maine'],UNK,2016-04-26 00:00:00,,2016-04-04 00:00:00,,,,,,,,,7,
"advanced international marketing, inc.",2016-04-04 00:00:00,,['Oregon'],UNK,2016-04-26 00:00:00,2016-04-04 00:00:00,4/4/2016,,,,Semiconductors,,,,2016-04-26 00:00:00,7,www.amd.com
"advanced international marketing, inc.",4/4/2016,,['Oregon'],UNK,"Tuesday, April 26, 2016","Monday, April 4, 2016",4/4/2016,,,,Information technology,,,,04/26/2016,7,caci.com
"advancedicucare,inc.",2017-03-09 00:00:00,320.0,['Indiana'],UNK,2017-04-19 00:00:00,,2017-03-09 00:00:00,,,,,,,,,7,
advancedmedicalreviewsllc,2013-09-01 00:00:00,1.0,['Indiana'],UNK,2018-10-08 00:00:00,,2013-09-01 00:00:00,,,,,,,,,7,
advancedtechnologygroup,2017-10-01 00:00:00,1020.0,['Indiana'],UNK,2018-06-01 00:00:00,,2017-10-01 00:00:00,,,,,,,,,7,
advancedtechnologygroup,2018-06-01 00:00:00,3.0,['Maryland'],UNK,,,6/1/2018,,,,,,,,,1,
advanceinternationalmarketing,2016-04-04 00:00:00,63888.0,['Indiana'],UNK,2016-04-26 00:00:00,,2016-04-04 00:00:00,,,,,,,,,7,
"advancepierre foods, ",2010-10-06 00:00:00,,['New Hampshire'],UNK,,,"October 06, 2010",,,,,https://www.doj.nh.gov/consumer/security-breaches/documents/advancepierre-20111006.pdf,,,,7,
advantage consolidated llc,2015-02-23 00:00:00,,['California'],UNK,,,02/23/2015,,,,,https://oag.ca.gov/ecrime/databreach/reports/sb24-48988,,,2015-03-23 00:00:00,7,
"advantage funding company, ",2014-09-26 00:00:00,,['New Hampshire'],UNK,,,September 26 2014,,,,,https://www.doj.nh.gov/consumer/security-breaches/documents/advantage-funding-20140926.pdf,,,,7,
"advantage waste removal, inc.",2017-03-28 00:00:00,,['Maryland'],UNK,,,3/28/2017,,,,,,,,,1,
advantagehealthsolutions,2016-03-12 00:00:00,2387.0,['Indiana'],UNK,2016-12-22 00:00:00,,2016-03-12 00:00:00,,,,,,,,,7,
adventhealth medical group,8/1/17-12/27/18,29621.0,['Maine'],UNK,1/25/19,12/27/18,8/1/17-12/27/18,,,Health Care ,,,,,,7,
"advisory research, inc.",2017-10-24 00:00:00,2.0,"['Maryland', 'New Hampshire']",UNK,,,10/24/2017,,,,,,,,,6,
"advisory research180 north stentson avenue, suite 5500, chicago, il 60601",Discovered 10/11/17,1.0,['Maine'],UNK,2017-10-24 00:00:00,,Discovered 10/11/17,,,,,,,,,7,
"advoate medical group (""amg"")",2013-07-15 00:00:00,181.0,['Maine'],UNK,2013-08-23 00:00:00,,2013-07-15 00:00:00,,,,,,,,,7,
advocate medical group,2013-07-15 00:00:00,,['California'],UNK,,,07/15/2013,,,,,https://oag.ca.gov/ecrime/databreach/reports/sb24-42549,,,2013-08-23 00:00:00,7,www.advocatehealth.com
advocate medical group,2013-08-23 00:00:00,,['New Hampshire'],UNK,,,"August 23, 2013",,,,,https://www.doj.nh.gov/consumer/security-breaches/documents/advocate-medical-group-20130823.pdf,,,,7,www.advocatehealth.com
"advocate sherman hospital (""sherman"")",2018-05-08 00:00:00,,['California'],UNK,,,05/08/2018,,,,,https://oag.ca.gov/ecrime/databreach/reports/sb24-145430,,,2019-03-13 00:00:00,7,www.shermanhealth.com
aecom technology corp,Mid May 2014 & Discovered  late June 2014,69.0,['Maine'],UNK,2014-07-10 00:00:00,,Mid May 2014 & Discovered  late June 2014,,,,Professional services,,,,,7,www.aecom.com
aegioncorporation,2014-10-01 00:00:00,2426.0,['Indiana'],UNK,2016-01-15 00:00:00,,2014-10-01 00:00:00,,,,"Energy, Construction, Turnarounds, Infrastructure",,,,,7,aegion.com
aegioncorporation,2016-01-14 00:00:00,44.0,['Maryland'],UNK,,,1/14/2016,,,,"Energy, Construction, Turnarounds, Infrastructure",,,,,6,aegion.com
aegis living,2017-09-29 00:00:00,3.0,['Maryland'],UNK,,,9/29/2017,,,,,,,,,1,
"aegis sciences corporation, ",2011-12-20 00:00:00,,['New Hampshire'],UNK,,,"December 20, 2011",,,,Advertising,https://www.doj.nh.gov/consumer/security-breaches/documents/aegis-20111220.pdf,,Dentsu,,7,dentsuaegisnetwork.com
aeifundmanagementinc,2018-07-05 00:00:00,833.0,['Indiana'],UNK,2018-09-28 00:00:00,,2018-07-05 00:00:00,,,,,,,,,7,
aeifundmanagementinc,2018-09-27 00:00:00,21.0,['Maryland'],UNK,,,9/27/2018,,,,,,,,,1,
aeifundmanagementinc,7/5/18 (discovered 8/6/28),4.0,['Maine'],UNK,2018-09-28 00:00:00,,7/5/18 (discovered 8/6/28),,,,,,,,,7,
aero grow,2015-07-01 00:00:00,22.0,['Maine'],UNK,2015-08-19 00:00:00,,2015-07-01 00:00:00,,,,,,,,,7,
aero-techlightbulbco.,2017-07-04 00:00:00,802.0,['Indiana'],UNK,2017-09-22 00:00:00,,2017-07-04 00:00:00,,,,,,,,,7,
aero-techlightbulbco.,2017-09-22 00:00:00,,['Maryland'],UNK,,,9/22/2017,,,,,,,,,1,
aerogrow international,10/29/2018,,['Oregon'],UNK,"Thursday, April 4, 2019","Monday, March 4, 2019",10/29/2018 - 3/4/2019,,3/4/2019,,,,,,04/04/2019,7,
aerogrow international,2014-10-15 00:00:00,,['California'],UNK,,,"10/15/2014, 04/27/2015",,2015-04-27 00:00:00,,,https://oag.ca.gov/ecrime/databreach/reports/sb24-56231,,,2015-06-03 00:00:00,7,
aerogrow international,2015-05-13 00:00:00,,['California'],UNK,,,"05/13/2015, 06/10/2015",,2015-06-10 00:00:00,,,https://oag.ca.gov/ecrime/databreach/reports/sb24-56988,,,2015-07-09 00:00:00,7,
aerogrow international,2018-10-29 00:00:00,,"['California', 'Oregon']",UNK,,,"10/29/2018, 03/04/2019",,2019-03-04 00:00:00,,,https://oag.ca.gov/ecrime/databreach/reports/sb24-145989,,,2019-04-04 00:00:00,7,
"aerogrow international, inc.",10/15/14-4/27/15 (Discovered5/5/15),295.0,['Maine'],UNK,2015-06-03 00:00:00,,10/15/14-4/27/15 (Discovered5/5/15),,,,,,,,,7,
"aerogrow international, inc.",2015-06-03 00:00:00,,['New Hampshire'],UNK,,,"June 03, 2015",,,,,https://www.doj.nh.gov/consumer/security-breaches/documents/aerogrow-international-20150603.pdf,,,,7,
"aerogrow international, inc.",2015-06-09 00:00:00,1230.0,['Maryland'],UNK,,,6/9/2015,,,,,,,,,7,
"aerogrow international, inc.",2015-07-09 00:00:00,,['New Hampshire'],UNK,,,"July 09, 2015",,,,,https://www.doj.nh.gov/consumer/security-breaches/documents/aerogrow-20150709.pdf,,,,7,
"aerogrow international, inc.",2019-03-04 00:00:00,141.0,['Montana'],UNK,,,03/04/2019-03/04/2019,,2019-03-04 00:00:00,,,https://media.dojmt.gov/wp-content/uploads/CON-Individual-Notification-Letter-April-2019.docx,,,2019-04-04 00:00:00,7,
"aerogrow international, inc.",5/13/15 to 6/10/15,19.0,['Maine'],UNK,2015-07-09 00:00:00,,5/13/15 to 6/10/15,,,,,,,,,7,
aerserv,a,,['Oregon'],UNK,,2018-06-12 00:00:00,,,,,,,,,2018-12-02 00:00:00,7,
"aerserv, owned by inmobi, ",2018-12-02 00:00:00,,['New Hampshire'],UNK,,,"December 02, 2018",,,,,https://www.doj.nh.gov/consumer/security-breaches/documents/aerserv-20181206.pdf,,,,7,
aetna,2016-12-29 00:00:00,,['New Hampshire'],UNK,,,"December 29, 2016",,,,Managed health care,https://www.doj.nh.gov/consumer/security-breaches/documents/aetna-20161229.pdf,,CVS Health,,7,www.aetna.com
aetna,2019-01-31 00:00:00,1.0,['Maryland'],UNK,,,1/31/2019,,,,Managed health care,,,CVS Health,,1,www.aetna.com
aetna,Discovered 4/27/17,,['Maine'],UNK,2017-06-20 00:00:00,,Discovered 4/27/17,,,,,,,,,7,
aetna (security breach),2015-01-08 00:00:00,6.0,['Maryland'],UNK,,,1/8/2015,,,,,,,,,1,
aetna (security breach),2016-11-15 00:00:00,,['Maryland'],UNK,,,11/15/2016,,,,,,,,,7,
aetna (security breach),2016-12-30 00:00:00,,['Maryland'],UNK,,,12/30/2016,,,,,,,,,1,
aetna (security breach),2017-10-20 00:00:00,3.0,['Maryland'],UNK,,,10/20/2017,,,,,,,,,6,
aetna (security breach),2019-01-24 00:00:00,1401.0,['Maryland'],UNK,,,1/24/2019,,,,,,,,,1,
aetnainc,2/1/2017,,['Oregon'],UNK,,,2/1/2017 - 4/28/2017,,4/28/2017,,Managed health care,,,CVS Health,07/10/2017,7,www.aetna.com
aetnainc,2017-02-01 00:00:00,,['Oregon'],UNK,,,2/1/2017 - 4/28/2017,,2017-04-28 00:00:00,,Managed health care,,,CVS Health,2017-07-10 00:00:00,7,www.aetna.com
aetnainc,2018-03-07 00:00:00,178.0,['Indiana'],UNK,2018-08-17 00:00:00,,2018-03-07 00:00:00,,,,Managed health care,,,CVS Health,,7,www.aetna.com
aetrex worldwide,2018-05-02 00:00:00,459.0,['Maine'],UNK,11/12/2018-1/17/2019,2018-11-12 00:00:00,5/2/2018,,,Other Commercial ,,,,,,7,
"aetrex worldwide, inc.",2018-06-22 00:00:00,,['California'],UNK,,,"06/22/2018, 11/20/2018, 12/04/2018",,2018-12-04 00:00:00,,,https://oag.ca.gov/ecrime/databreach/reports/sb24-143964,,,2019-01-17 00:00:00,7,
"aetrex worldwide, inc.",2019-01-17 00:00:00,400.0,['Maryland'],UNK,,,1/17/2019,,,,,,,,,1,
"aetrex worldwide, inc.",2019-01-22 00:00:00,,['New Hampshire'],UNK,,,"January 22, 2019",,,,,https://www.doj.nh.gov/consumer/security-breaches/documents/aetrex-20190122.pdf,,,,7,
"aetrex worldwide, inc.","8/22/18-11/20/18, 12/4/18",14291.0,['Maine'],UNK,1/17/19,12/17/18,"8/22/18-11/20/18, 12/4/18",,,,,,,,,7,
affiliatedserviceprovidersofindianainc,2018-06-06 00:00:00,25.0,['Indiana'],UNK,2018-08-27 00:00:00,,2018-06-06 00:00:00,,,,,,,,,7,
affiliatedserviceprovidersofindianainc,2018-08-27 00:00:00,1.0,['Maryland'],UNK,,,8/27/2018,,,,,,,,,1,
affinion,2016-02-22 00:00:00,2640.0,['Indiana'],UNK,2016-03-28 00:00:00,,2016-02-22 00:00:00,,,,,,,,,7,
affinion group,2/22/16 (discovered 3/04/16),2.0,['Maine'],UNK,2016-03-28 00:00:00,,2/22/16 (discovered 3/04/16),,,,,,,,,7,
affinity gaming,2013-12-07 00:00:00,,['California'],UNK,,,"12/07/2013, 04/28/2014",,2014-04-28 00:00:00,,Gambling,https://oag.ca.gov/ecrime/databreach/reports/sb24-45139,,,2014-05-19 00:00:00,7,affinitygaming.com
affinity gaming,2013-12-19 00:00:00,,['New Hampshire'],UNK,,,"December 19, 2013",,,,Gambling,https://www.doj.nh.gov/consumer/security-breaches/documents/affinity-gaming-20131219.pdf,,,,7,affinitygaming.com
affinity gaming,2014-05-16 00:00:00,,['New Hampshire'],UNK,,,May 16 2014,,,,Gambling,https://www.doj.nh.gov/consumer/security-breaches/documents/affinity-gaming-20140516.pdf,,,,7,affinitygaming.com
affinity gaming,"Dec. 7, 2013 -April 28, 2014",,['Maine'],UNK,2014-05-16 00:00:00,,"Dec. 7, 2013 -April 28, 2014",,,,Gambling,,,,,7,affinitygaming.com
affinity gaming llc,2013-03-14 00:00:00,,['California'],UNK,,,03/14/2013,,,,Gambling,https://oag.ca.gov/ecrime/databreach/reports/sb24-43592,,,2013-12-20 00:00:00,7,affinitygaming.com
affy tapple,a,,['Oregon'],UNK,,,,,,,,,,,2017-02-27 00:00:00,7,
affy tapple (email),Update to 2/24/17 notice,3.0,['Maine'],UNK,2017-03-10 00:00:00,,Update to 2/24/17 notice,,,,,,,,,7,
"affy tapple, llc d/b/a mrs prindables",2017-09-01 00:00:00,,['Maryland'],UNK,,,9/1/2017,,,,,,,,,7,
"affy tapple, llc dba affy tapple",2016-02-01 00:00:00,,['Washington'],UNK,,,02/2016 to 12/2016,,2016-12-01 00:00:00,,,https://agportal-s3bucket.s3.amazonaws.com/Breach%20AffyTapple%202017-02-24.PDF,,,2017-02-24 00:00:00,7,
"affy tapple, llc dba affy tapple",2017-02-27 00:00:00,,['Maryland'],UNK,,,2/27/2017,,,,,,,,,1,
"affytapple,llc",2016-02-01 00:00:00,37.0,['Indiana'],UNK,2017-02-24 00:00:00,,2016-02-01 00:00:00,,,,,,,,,7,
"affytapple,llc",2017-02-24 00:00:00,,['New Hampshire'],UNK,,,"February 24, 2017",,,,,https://www.doj.nh.gov/consumer/security-breaches/documents/affy-tapple-20170224.pdf,,,,7,
"affytapple,llc",2017-07-05 00:00:00,4.0,['Indiana'],UNK,2017-09-01 00:00:00,,2017-07-05 00:00:00,,,,,,,,,7,
aflac,2016-09-29 00:00:00,2.0,['Maryland'],UNK,,,9/29/2016,,,,Financial servicesInsurance,,,,,1,aflac.com
aflac,2016-10-03 00:00:00,,['New Hampshire'],UNK,,,"October 03, 2016",,,,Financial servicesInsurance,https://www.doj.nh.gov/consumer/security-breaches/documents/aflac-20151003.pdf,,,,7,aflac.com
aflac,2016-12-04 00:00:00,158.0,['Indiana'],UNK,2016-12-22 00:00:00,,2016-12-04 00:00:00,,,,Financial servicesInsurance,,,,,7,aflac.com
aflac,2017-03-16 00:00:00,,['Maryland'],UNK,,,3/16/2017,,,,Financial servicesInsurance,,,,,1,aflac.com
aflac,2017-09-08 00:00:00,7366.0,"['California', 'Indiana']",UNK,,,"09/08/2017, 05/09/2018",,2018-05-09 00:00:00,,Financial servicesInsurance,https://oag.ca.gov/ecrime/databreach/reports/sb24-140247,,,2018-09-28 00:00:00,7,aflac.com
aflac,2018-02-06 00:00:00,1.0,['Maryland'],UNK,,,2/6/2018,,,,Financial servicesInsurance,,,,,1,aflac.com
aflac,2018-09-28 00:00:00,,['New Hampshire'],UNK,,,"September 28, 2018",,,,Financial servicesInsurance,https://www.doj.nh.gov/consumer/security-breaches/documents/aflac-20180928.pdf,,,,7,aflac.com
afslogisticsllc,2016-04-21 00:00:00,332.0,['Indiana'],UNK,2016-06-20 00:00:00,,2016-04-21 00:00:00,,,,,,,,,7,
ag source,2018-12-22 00:00:00,2.0,['Montana'],UNK,,,12/22/2018-12/22/2018,,2018-12-22 00:00:00,,Retailing,https://media.dojmt.gov/wp-content/uploads/CON-Copy-of-Data-Breach-Letter.pdf,,,2019-03-22 00:00:00,7,
"ag source, inc.,  ",2019-02-05 00:00:00,,['New Hampshire'],UNK,,,"February 05, 2019",,,,Computer software,https://www.doj.nh.gov/consumer/security-breaches/documents/ag-source-20190205.pdf,,,,7,www.softwareag.com
