Link to PDF,Dates of Breach,Name of Entity,State Reported,Source(s),Start Date of Breach,End Date of Breach
https://www.doj.nh.gov/consumer/security-breaches/documents/anthem-20150320.pdf,"March 20, 2015","Anthem Blue Cross Blue Shield of MA, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2015-03-20 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/appen-butler-20180105.pdf,January 05. 2018,"Appen Butler Hill, Inc., ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2018-01-05 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/apple-america-group-20150315.pdf,"March 15, 2015","Apple America Group LLC, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2015-03-15 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/apple-20110616.pdf,"June 16, 2011","Apple, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2011-06-16 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/apple-leisure-group-20141215.pdf.pdf,"December 15, 2014","Apple Leisure Group, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2014-12-15 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/applied-micro-circuits-20110324.pdf,"March 24, 2011","Applied Micro Circuits Corp., ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2011-03-24 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/applied-systems-20160307.pdf,"March 07, 2016","Applied Systems, Inc., ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2016-03-07 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/apria-20161020.pdf,"October 20, 2016","Apria Healthcare, Inc., ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2016-10-20 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/apria-healthcare-20120927.pdf,"September 27, 2012","Apria Healthcare, Inc. ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2012-09-27 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/apria-healthcare-20120815.pdf,"August 15, 2012","Apria Healthcare, Inc., ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2012-08-15 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/aptos-20170824.pdf,"August 24, 2017","Aptos, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2017-08-24 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/aptos-20170428.pdf,"April 28, 2017","Aptos, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2017-04-28 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/aptos-20170404.pdf,"April 04, 2017","Aptos, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2017-04-04 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/aptos-20170310.pdf,"March 10, 2017","Aptos, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2017-03-10 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/aptos-20170308.pdf,"March 08, 2017","Aptos, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2017-03-08 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/aptos-20170303.pdf,"March 03, 2017","Aptos, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2017-03-03 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/aptos-20170225.pdf,"February 25, 2017","Aptos, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2017-02-25 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/aptus-health-20190131.pdf,"January 31, 2019","Aptus Health Inc.,  ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2019-01-31 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/aqua-aston-20170706.pdf,"July 06, 2017","Aqua-Aston Hospitality, LLC, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2017-07-06 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/arabella-20170222.pdf,"February 22, 2017","Arabella Advisors, LLC, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2017-02-22 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/argotec-20130812.pdf,"August 12, 2013","Argotec, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2013-08-12 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/ariad-pharmaceuticals-20160531.pdf,"May 31, 2016","ARIAD Pharmaceuticals, Inc., ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2016-05-31 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/arizona-central-cu-experian-20120608.pdf,"June 08, 2012","Arizona Central Credit Union (Experian), ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2012-06-08 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/arrow-electronics-20100303.pdf,"March 03, 2010","Arrow Electronics, Inc., ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2010-03-03 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/art-of-tea-20141231.pdf,"December 31, 2014","Art of Tea, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2014-12-31 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/asbury-20170209.pdf,"February 09, 2017","Asbury Communities, Inc., ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2017-02-09 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/ascena-20141217.pdf,"December 17, 2014","Ascena Retail Group, Inc., ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2014-12-17 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/ascensus-20110727.pdf,"July 27, 2011","Ascensus, Inc., ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2011-07-27 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/ashland-university-20170224.pdf,"February 24, 2017","Ashland University, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2017-02-24 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/asi-construction-20180301.pdf,"March 01, 2018","ASI Construction LLC, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2018-03-01 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/assisted-living-concepts-20140328.pdf,"March 28, 2014","Assisted Living Concepts, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2014-03-28 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/assisted-living-concepts-20140226.pdf,"February 26, 2014","Assisted Living Concepts, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2014-02-26 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/astadia-20170206.pdf,"February 06, 2017","Astadia, Inc., ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2017-02-06 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/asure-software-20160407.pdf,"April 07, 2016","Asure Software, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2016-04-07 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/asurint-20181203.pdf,"December 03, 2018","Asurint, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2018-12-03 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/athletic-clubs-20170131.pdf,"January 31, 2017","Athletic Clubs of America, Inc., ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2017-01-31 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/atlanta-falcons-20161021.pdf,"October 21, 2016","Atlanta Falcons Football Club, LLC, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2016-10-21 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/atlantic-automotive-20140610.pdf,"June 10, 2014","Atlantic Automotive Corp. dba MileOne, Inc., ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2014-06-10 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/atlantic-cigar-20171010.pdf,"October 10, 2017","Atlantic Cigar Company LLC, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2017-10-10 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/atlantic-digestive-20170620.pdf,"June 20, 2017","Atlantic Digestive Specialists, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2017-06-20 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/atlantic-digestive-20170421.pdf,"April 21, 2017","Atlantic Digestive Specialists, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2017-04-21 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/atrium-health-20181127.pdf,"November 27, 2018","Atrium Health (formerly Carolinas HealthCare System),   ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2018-11-27 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/att-20170519.pdf,"May 19, 2017","AT&T, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2017-05-19 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/att-20150420.pdf,"April 20, 2015","AT&T, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2015-04-20 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/att-20141001.pdf,"October 01, 2014","AT&T, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2014-10-01 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/att-20140605.pdf,"June 05, 2014","AT&T, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2014-06-05 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/atwood-distributing-20170321.pdf,"March 21, 2017","Atwood Distributing, LP, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2017-03-21 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/auburn-university-20150402.pdf,"April 02, 2015","Auburn University, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2015-04-02 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/auburn-university-20140321.pdf,"March 21, 2014","Auburn University, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2014-03-21 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/auburn-university-20130802.pdf,"August 02, 2013","Auburn University, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2013-08-02 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/augusta-university-20180904.pdf,"September 4, 2018","Augusta University, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2018-09-04 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/au-medical-center-20170918.pdf,"September 18, 2017","AU Medical Center, Inc., ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2017-09-18 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/au-medical-center-20170526.pdf,"May 26, 2017","AU Medical Center, Inc./Augusta University, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2017-05-26 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/austin-powder-20150407.pdf,"April 07, 2015","Austin Powder Company, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2015-04-07 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/austin-rare-coins-20120720.pdf,"July 20, 2012","Austin Rare Coins, Inc., ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2012-07-20 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/autoliv-20180216.pdf,"February 16, 2018","Autoliv ASP, Inc., ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2018-02-16 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/automated-pet-20180725.pdf,"July 25, 2018","Automated Pet Care Products, Inc., ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2018-07-25 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/automatic-data-processing-20130604.pdf,"June 04, 2013","Automatic Data Processing (ADP), ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2013-06-04 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/automotive-recovery-services-20150706.pdf,"July 06, 2015","Automotive Recovery Services, Inc., dba Vehicle Donation Processing Center, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2015-07-06 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/autonation-20140526.pdf,May 26 2014,"AutoNation, Inc., ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2014-05-26 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/avanti-markets-20171005.pdf,"October 05, 2017","Avanti Markets Inc., ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2017-10-05 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/avanti-markets-20170830.pdf,"August 30, 2017","Avanti Markets Inc., ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2017-08-30 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/avanti-markets-20170724.pdf,"July 24, 2017","Avanti Markets, Inc.,",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2017-07-24 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/avendra-20160323.pdf,"March 23, 2016","Avendra, LLC, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2016-03-23 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/avention-20160509.pdf,"May 09, 2016","Avention, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2016-05-09 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/avia-20111014.pdf,"October 14, 2011","Avia, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2011-10-14 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/aw-hastings-20111208.pdf,"December 08, 2011","A.W. Hastings & Co., LLC ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2011-12-08 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/bae-systems-20150604.pdf,"June 04, 2015","BAE Systems, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2015-06-04 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/babson-college-20170131.pdf,"January 31, 2017","Babson College, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2017-01-31 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/babson-college-20130717.pdf,"July 17, 2013","Babson College, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2013-07-17 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/backcountry-edge-20181205.pdf,"December 05, 2018","Backcountry Edge, Inc., ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2018-12-05 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/bacon-company-20170316.pdf,"March 16, 2017","Bacon & Company CPAs, LLC, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2017-03-16 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/bailyes-online-20160314.pdf,"March 14, 2016","BaileysOnline.com, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2016-03-14 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/bank-west-20171205.pdf,"December 05, 2017","Bank of the West, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2017-12-05 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/bank-west-20150324.pdf,"March 24, 2015","Bank of the West, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2015-03-24 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/bank-west-20140205.pdf,"February 05, 2014","Bank of the West, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2014-02-05 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/bank-tokyo-mitsubishi-20130911.pdf,"September 11, 2013","Bank of Tokyo-Mitsubishi UFJ Ltd., The, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2013-09-11 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/banker-benefits20070630.pdf,"June 30, 2007","Banker Benefits, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2007-06-30 00:00:00,
https://www.doj.nh.gov/consumer/security-breaches/documents/banner-health-20160803.pdf,"August 03, 2016","Banner Health, ",New Hampshire,https://www.doj.nh.gov/consumer/security-breaches/,2016-08-03 00:00:00,
