Date Notice Provided to Consumers,Dates of Breach,Name of Entity,Individuals Affected,State Reported,Source(s),Start Date of Breach
2016-04-22,2016-03-24,Examination Management Services Inc ,4965.0 (58.0 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2016-03-24
2016-10-13,2016-09-16,Exam One ,1.0 (1.0 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2016-09-16
2016-08-23,2016-06-21,Exam One ,1.0 (1.0 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2016-06-21
2016-05-16,2016-03-24,Exam One ,1.0 (1.0 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2016-03-24
2016-03-30,2016-03-16,Exam One ,1.0 (1.0 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2016-03-16
2016-04-25,2016-03-04,Exam One ,1.0 (1.0 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2016-03-04
2016-07-18,2016-05-25,Exam One ,1.0 (1.0 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2016-05-25
2016-11-03,2016-09-03,Exam One ,2.0 (2.0 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2016-09-03
2016-04-29,2016-04-09,Experian ,503.0 (3.0 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2016-04-09
2016-08-26,2015-11-24,Exterran ,10844.0 (28.0 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2015-11-24
2016-02-26,2016-01-06,Eye Instituteof Corpus Christi ,43961.0 (13.0 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2016-01-06
2016-01-27,2015-06-01,Fairbanks Hospital Inc ,805.0 (749.0 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2015-06-01
2016-04-14,2016-04-07,FCCIInsurance Group ,4.0 (3.0 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2016-04-07
2016-09-09,2016-09-01,Federal  Mogul Motorparts Corporation ,1050.0 (6.0 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2016-09-01
2016-06-02,2016-05-27,Fidelity Investments ,4.0 (4.0 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2016-05-27
2016-04-12,2016-03-15,Fidelity Investments ,31.0 (3.0 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2016-03-15
2016-08-15,2016-08-05,Fidelity Investments  Breach  Notification ,1.0 (1.0 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2016-08-05
2016-07-29,2016-07-22,Fidelity National Financial Inc ,1.0 (1.0 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2016-07-22
2016-08-12,2016-07-10,First Home Mortgage Corporation ,1300.0 (1.0 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2016-07-10
2016-04-01,2016-03-29,Fischer Management Inc ,476.0 (73.0 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2016-03-29
2016-09-13,2016-06-16,Florida Tile Inc ,1.0 (1.0 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2016-06-16
2016-09-16,2013-12-01,Flowserve Corporation ,157.0 (1.0 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2013-12-01
2016-06-06,2016-03-01,Flynn Company Inc CPA  s ,Unknown (15.0 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2016-03-01
2016-04-04,,Forefront Management LLCdba Forefront Dermatology ,1526.0 (139.0 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,
2016-04-13,2016-02-19,FORETHOUGHT ,1.0 (1.0 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2016-02-19
2016-02-24,2016-01-11,Forrest Sherer Inc ,1374.0 (1009.0 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2016-01-11
2016-03-11,2016-02-19,Foss Manufacturing Company LLC ,714.0 (1.0 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2016-02-19
2016-04-04,2015-10-05,Franciscan Alliance Inc ,182.0 (52.0 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2015-10-05
2016-12-16,2016-11-19,Franciscan Health Alliance ,1.0 (1.0 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2016-11-19
2016-12-06,2016-04-14,Franciscan Health Hammond ,1.0 (1.0 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2016-04-14
2016-08-04,2016-07-08,Franciscan Physician Network ,1.0 (1.0 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2016-07-08
2016-01-26,2015-12-30,Franciscan Physician Network  Breach  Notification ,5.0 (5.0 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2015-12-30
2016-11-18,2016-04-14,Franciscan St  Elizabeth Health ,2.0 (2.0 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2016-04-14
2016-05-03,2016-03-19,Franciscan St Francis Health ,2.0 (2.0 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2016-03-19
2016-04-27,2016-03-03,Franciscan St Francis Health Mooresville ,1.0 (1.0 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2016-03-03
2016-10-03,2016-08-22,Francisco Jaume DO ,14236.0 (2.0 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2016-08-22
2016-06-07,2016-04-27,Frank Day CPALLC ,569.0 (1.0 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2016-04-27
2016-04-15,2015-02-10,Franklin Templeton Investor Services LLC ,1.0 (1.0 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2015-02-10
2016-09-20,2013-04-12,Freddie Mac ,2361.0 (6.0 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2013-04-12
2016-08-10,,FSCSecurities Corp ,636.0 (1.0 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,
,,FSSA ,Unknown (Unknown in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,
2016-05-19,2016-05-17,FSSA ,5.0 (5.0 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2016-05-17
2016-05-13,2016-01-26,FSSA ,5.0 (5.0 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2016-01-26
2016-01-12,2015-12-11,FSSA ,1.0 (1.0 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2015-12-11
2016-10-03,2016-08-11,FSSA  Breach  Notification ,1.0 (1.0 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2016-08-11
2016-12-14,,Fujitsu Computer Productsof America  Inc  ,Unknown (10.0 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,
2016-11-11,2015-01-19,G  A  Mavon  Co  ,1037.0 (49.0 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2015-01-19
2016-07-12,2016-06-17,Gamesa Wind USLLC ,465.0 (1.0 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2016-06-17
2016-11-23,2016-10-17,Gap Inc  ,Unknown (1.0 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2016-10-17
2016-10-06,2016-08-22,GEBComputer Training Limited ,624.0 (1.0 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2016-08-22
2016-01-27,2016-01-15,Georgetown University ,1573.0 (12.0 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2016-01-15
2016-10-14,2016-07-28,Gibson Insurance Agency ,7242.0 (6454.0 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2016-07-28
2016-05-06,2016-02-16,Girl Scoutsof Virginia Skyline Council Inc ,Unknown (1.0 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2016-02-16
2016-03-25,2016-02-07,Glaxo Smith Kline LLC ,566.0 (2.0 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2016-02-07
2016-11-21,2016-05-01,Glenn R  Miller  C  P  A   P  C  ,404.0 (2.0 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2016-05-01
2016-06-01,2016-04-01,Goelzer Investment Management Inc ,1.0 (1.0 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2016-04-01
2016-04-20,2016-03-29,Gold Key PHR ,Unknown (1.0 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2016-03-29
2016-06-18,2016-04-25,Grand Valley State University ,3198.0 (4.0 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2016-04-25
2016-01-22,2015-12-13,Graybar Electric Company Inc ,113.0 (15.0 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2015-12-13
2016-08-31,2016-08-10,Gray Television Inc ,Unknown (95.0 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2016-08-10
2016-06-21,2016-04-29,Great Lakes Home Medical Services Association ,77.0 (19.0 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2016-04-29
2016-11-23,2016-11-21,Greenfield  Central Community School Corporation ,42.0 (42.0 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2016-11-21
2016-05-09,2016-02-05,Group Benefit Services Inc ,703.0 (1.0 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2016-02-05
2016-03-21,2016-02-29,Gryphon Technologies LC ,772.0 (77.0 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2016-02-29
2016-01-06,2015-12-20,Guide Care LLC ,185.0 (185.0 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2015-12-20
2016-12-02,2016-04-16,Guilmartin  Di Piro  Sokolowski LLC ,4.0 (740.0 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2016-04-16
2016-09-30,2016-08-24,GVCMortgage ,6.0 (6.0 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2016-08-24
2016-02-05,2015-10-03,Gyft Inc ,392773.0 (5171.0 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2015-10-03
2016-11-10,,Habitatfor Humanity Michigan Fund ,4800.0 (Unknown in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,
2016-04-29,2016-03-15,HAECOAmericas ,Unknown (19.0 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2016-03-15
2016-01-28,2015-05-16,Hain Celestial Group Inc ,2231.0 (39.0 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2015-05-16
2016-06-27,2015-10-27,Hard Rock Hotel Casino Las Vegas ,Unknown (Unknown in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2015-10-27
2016-03-22,2016-03-04,Harvey Mudd College ,381.0 (2.0 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2016-03-04
,,Health Port ,Unknown (Unknown in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,
2016-08-12,2015-03-01,HEIHotels Resorts ,Unknown (Unknown in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2015-03-01
2016-07-13,2016-04-26,Hein Associates LLP ,Unknown (6.0 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2016-04-26
2016-05-02,2016-02-23,Hilland Knowlton Strategies LLC ,592.0 (1.0 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2016-02-23
2016-04-18,2016-04-11,Hirata Corporationof America ,21.0 (4.0 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2016-04-11
2016-04-29,2014-09-21,Hi  Tec Sports USAInc ,1603.0 (31.0 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2014-09-21
2016-01-22,2016-01-11,HKFinancial Services ,3790.0 (44.0 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2016-01-11
2016-11-09,2016-08-04,Honig  s Whistle Stop ,2654.0 (103.0 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2016-08-04
2016-04-18,2016-04-13,Hook  s Home Care OXYTEC ,1.0 (1.0 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2016-04-13
2016-09-21,2016-09-16,HPEnterprise Services LLC ,1235.0 (1235.0 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2016-09-16
2016-05-12,2016-03-27,HSBCBank USANational Association ,1.0 (1.0 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2016-03-27
2016-01-13,2015-12-07,HSBCBank USANational Association ,432095.0 (1415.0 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2015-12-07
2016-01-05,2015-12-01,HSBCBank USANational Association ,214.0 (1.0 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2015-12-01
2016-07-15,2016-05-12,HSBCSecurities USAInc ,328.0 (2.0 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2016-05-12
2016-04-30,2016-02-29,Hume Lake Christian Camps ,Unknown (7.0 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2016-02-29
2016-01-14,2015-08-13,Hyatt Hotels Corporation ,Unknown (Unknown in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2015-08-13
2016-07-14,2016-05-15,IAPWorldwide Services Inc ,4272.0 (34.0 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2016-05-15
2016-03-29,2016-03-21,IASISHealthcare ,18273.0 (5.0 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2016-03-21
2016-03-21,,Ice Miller LLP ,52.0 (44.0 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,
2016-04-29,2013-03-18,IDEM  Security Breach ,1.0 (1.0 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2013-03-18
2016-06-10,,IDEM  Security Breach ,1.0 (1.0 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,
2016-11-08,2016-09-30,IDEO  org ,115.0 (2.0 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2016-09-30
2016-05-11,2016-05-03,IMSystems Group Inc ,288.0 (1.0 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2016-05-03
2016-09-23,2016-07-25,IMXMedical Management Services ,808.0 (1.0 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2016-07-25
2016-02-22,2015-09-16,Incipio LLP ,8395.0 (158.0 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2015-09-16
2016-06-21,2016-04-29,Independent Medical Distributors Association ,56.0 (1.0 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2016-04-29
,,Indiana Blood Center ,Unknown (Unknown in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,
2016-12-09,2016-12-08,Indiana Bureauof Motor Vehicles ,1.0 (1.0 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2016-12-08
2016-07-12,2016-06-14,Indiana Bureauof Motor Vehicles ,1.0 (1.0 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2016-06-14
2016-01-08,2015-12-20,Indiana Departmentof Revenue  Breach  Notification ,1.0 (1.0 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2015-12-20
2015-11-23,2015-11-18,Indiana Departmentof Revenue  Breach  Notification ,1073.0 (1030.0 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2015-11-18
2016-02-17,,Indiana Departmentof Revenue  Breach  Notification ,Unknown (Unknown in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,
2016-11-23,2016-11-15,Indiana Departmentof Transportation ,Unknown (Unknown in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2016-11-15
2016-11-28,,Indiana Orthopaedic Hospital ,2.0 (2.0 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,
2016-10-13,2016-09-15,Indiana Orthopaedic Hospital ,1.0 (1.0 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2016-09-15
2016-05-03,,Indianapolis Public Transportation Corporat ,Unknown (Unknown in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,
2016-11-04,2011-06-13,Indiana State Personnel Department  Security Breach ,2.0 (2.0 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2011-06-13
2016-10-31,2016-10-13,Indiana State University  Secuirty Breach ,Unknown (2.0 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2016-10-13
2016-11-22,2016-09-14,Indiana University Health Southern Indiana Physicians  Inc  ,1.0 (1.0 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2016-09-14
2016-06-03,2016-05-12,Indiana University South Bend Campus  Breach  Notification ,165.0 (155.0 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2016-05-12
2016-03-28,2016-03-11,Indiana Wesleyan University ,9.0 (9.0 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2016-03-11
2016-02-16,2016-02-10,Indiana Wesleyan University ,234.0 (118.0 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2016-02-10
2016-12-12,2016-09-01,Indique Hair ,Unknown (10.0 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2016-09-01
2016-03-03,2016-02-26,Information Innovators ,1158.0 (1.0 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2016-02-26
2016-03-22,2016-03-10,Information Resources Inc ,1297.0 (19.0 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2016-03-10
2016-07-20,2016-04-23,Instituteof Management Accountants ,308.0 (4.0 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2016-04-23
2016-05-23,2016-04-24,Inter Continental Hotels Group Resources Inc ,150.0 (5.0 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2016-04-24
2016-07-19,2016-04-01,Internet Chess Club Inc ,1651.0 (32.0 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2016-04-01
2016-10-17,2016-03-29,Intuit Inc ,903.0 (12.0 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2016-03-29
2016-11-18,2016-10-23,Intuit Inc ,245.0 (11.0 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2016-10-23
2016-12-12,2016-11-22,Intuit Inc ,524.0 (14.0 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2016-11-22
2016-11-10,2016-10-30,Intuit Inc ,28.0 (1.0 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2016-10-30
2016-04-28,2016-03-22,Intuit Inc ,3298.0 (182.0 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2016-03-22
2016-04-01,2016-03-07,Intuit Inc ,1946.0 (10.0 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2016-03-07
2016-04-13,2016-03-11,Intuit Inc ,1048.0 (10.0 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2016-03-11
2016-03-16,2016-02-29,Intuit Inc ,1002.0 (17.0 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2016-02-29
2016-08-19,2016-08-03,Intuit Inc ,313.0 (1.0 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2016-08-03
2016-02-09,2016-01-21,Intuit Inc ,209.0 (4.0 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2016-01-21
2016-05-26,2016-05-02,Intuit Inc ,2402.0 (18.0 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2016-05-02
2016-03-08,,Intuit Inc ,1532.0 (27.0 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,
2016-08-03,2016-06-26,Intuit Inc ,358.0 (1.0 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2016-06-26
2016-07-11,2016-06-13,Intuit Inc ,237.0 (8.0 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2016-06-13
2016-06-21,2016-06-09,Intuit Inc ,550.0 (4.0 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2016-06-09
2016-06-10,2016-05-16,Intuit Inc ,572.0 (6.0 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2016-05-16
2016-05-09,2016-04-06,Intuit Inc ,2125.0 (184.0 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2016-04-06
2016-03-02,,Intuit Inc ,14.0 (783.0 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,
2016-09-23,2016-09-12,Intuit Inc ,311.0 (3.0 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2016-09-12
2016-01-15,2015-12-08,Intuit Inc ,892.0 (9.0 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2015-12-08
2016-07-21,2016-06-01,in Ventiv Health Inc ,14604.0 (448.0 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2016-06-01
2016-03-10,2016-03-07,Iron Out Incdba Summit Brands ,70.0 (67.0 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2016-03-07
2016-03-07,2016-03-02,ISCOIndustries Inc ,479.0 (36.0 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2016-03-02
2016-11-21,2016-03-09,Island Hotel Company Limited ,Unknown (Unknown in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2016-03-09
2016-01-13,2015-08-01,JBAutosports Inc ,5459.0 (48.0 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2015-08-01
2016-08-26,2016-05-03,Jerry  s Artarama NCInc ,Unknown (303.0 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2016-05-03
2016-02-11,2016-01-07,Jet Blue Airways Corporation ,2571.0 (7.0 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2016-01-07
2016-04-29,2016-04-12,Jet Corpdba Flying Colours Corp ,115.0 (1.0 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2016-04-12
2016-01-18,2015-09-19,John Scheepers Seeds LLC ,194.0 (2.0 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2015-09-19
2016-12-09,2016-11-06,Julep Beauty  Inc  ,606.0 (13.0 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2016-11-06
2016-03-03,2016-02-02,Just Marketing Inc ,172.0 (65.0 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2016-02-02
2016-02-04,2016-02-03,Kahn Dees Donovan Kahn LLP ,1.0 (1.0 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2016-02-03
2016-05-11,2016-04-28,Kalamazoo College ,1634.0 (11.0 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2016-04-28
2016-10-12,2016-08-31,Kaman Corporation ,69.0 (1.0 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2016-08-31
2016-02-19,2015-12-09,Kankakee Valley Rural Electric Membership Corporation ,17937.0 (17436.0 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2015-12-09
2016-04-06,2016-02-22,Kap Stone Paperand Packaging Corporation ,155.0 (2.0 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2016-02-22
2016-04-04,2016-02-25,Katherman Kitts Co LLP ,1407.0 (1.0 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2016-02-25
