Dates of Breach,End Date of Breach,Individuals Affected,Link to PDF,Name of Entity,Reported Date,Source(s),Start Date of Breach,State Reported
09/06/2018-11/29/2018,2018-11-29 00:00:00,1 in Montana,https://media.dojmt.gov/wp-content/uploads/CON-FirstLease-Inc.-Notice-of-Data-Event-MT.pdf,"FirstLease, Inc",2019-02-15 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2018-09-06 00:00:00,Montana
09/01/2016-09/23/2018,2018-09-23 00:00:00,Unknown in Montana,https://media.dojmt.gov/wp-content/uploads/CON-Print-EZ-MT-Notice.pdf,"Print EZ, Inc",2019-02-15 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2016-09-01 00:00:00,Montana
12/06/2018-12/07/2018,2018-12-07 00:00:00,2 in Montana,https://media.dojmt.gov/wp-content/uploads/CON-Pages-from-Gulfport_-Montana-Notification-Letter.pdf,Memorial Hospital at Gulfport,2019-02-15 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2018-12-06 00:00:00,Montana
11/13/2018-01/11/2019,2019-01-11 00:00:00,34 in Montana,https://media.dojmt.gov/wp-content/uploads/CON-FB-Master-Notice.pdf,"Five Below, Inc",2019-02-14 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2018-11-13 00:00:00,Montana
02/02/2018-11/20/2018,2018-11-20 00:00:00,1191 in Montana,https://media.dojmt.gov/wp-content/uploads/CON-doc.pdf,North 40 Outfitters,2019-02-14 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2018-02-02 00:00:00,Montana
12/14/2018-12/17/2018,2018-12-17 00:00:00,31 in Montana,https://media.dojmt.gov/wp-content/uploads/CON-Coeur-Regulator-Notice-MT-FINAL.pdf,"Coeur Alaska, Inc",2019-02-14 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2018-12-14 00:00:00,Montana
02/01/2018-01/31/2019,2019-01-31 00:00:00,131 in Montana,https://media.dojmt.gov/wp-content/uploads/CON-MT-Notice-of-Data-Event-2.pdf,Stanwich Mortgage Loan Trust,2019-02-12 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2018-02-01 00:00:00,Montana
07/10/2018-07/19/2018,2018-07-19 00:00:00,2 in Montana,https://media.dojmt.gov/wp-content/uploads/CON-Ohio-Living-Regulator-Notice-MT-FINAL.pdf,Ohio Living,2019-02-12 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2018-07-10 00:00:00,Montana
10/28/2018-01/25/2019,2019-01-25 00:00:00,14 in Montana,https://media.dojmt.gov/wp-content/uploads/CON-MT-Notice-of-Data-Event-1.pdf,Cherrydale Fundraising,2019-03-14 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2018-10-28 00:00:00,Montana
05/01/2018-01/22/2019,2019-01-22 00:00:00,Unknown in Montana,https://media.dojmt.gov/wp-content/uploads/Rush-University-Medical-Center-Consumer-Breach-Notification.pdf,Rush University Medical Center,2019-02-28 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2018-05-01 00:00:00,Montana
02/11/2019-02/13/2019,2019-02-13 00:00:00,35 in Montana,https://media.dojmt.gov/wp-content/uploads/Bamboo-Consumer-Data-Breach-Notification.pdf,Bamboo HR LLC,2019-03-04 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2019-02-11 00:00:00,Montana
1/4/2019-1/4/2019,2019-01-04 00:00:00,2 in Montana,https://media.dojmt.gov/wp-content/uploads/CON-St-Francis-Adult-SSN.pdf,St. Francis Physician Services,2019-03-04 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2019-01-04 00:00:00,Montana
12/18/2018-12/19/2018,2018-12-19 00:00:00,4 in Montana,https://media.dojmt.gov/wp-content/uploads/CON-TEMPTU-Notice-of-Data-Event-MT.pdf,TEMPTU Inc,2019-03-04 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2018-12-18 00:00:00,Montana
11/15/2018-11/15/2018,2018-11-15 00:00:00,1 in Montana,https://media.dojmt.gov/wp-content/uploads/CON-ISU-MT-AG-Notice.pdf,The Board of Trustees of Illinois State University,2019-03-05 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2018-11-15 00:00:00,Montana
1/22/2019-1/29/2019,2019-01-29 00:00:00,2.0 in Montana,https://media.dojmt.gov/wp-content/uploads/CON-Covenant-Care-MT-Notice-of-Data-Event.pdf,Covenant Care California,2019-03-06 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2019-01-22 00:00:00,Montana
2/5/2019-2/5/2019,2019-02-05 00:00:00,1.0 in Montana,https://media.dojmt.gov/wp-content/uploads/CON-2019.03.07-MT-AG-Notice-StEliz.pdf,Saint Elizabeth Medical Center Inc,2019-03-07 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2019-02-05 00:00:00,Montana
01/15/2019-01/22/2019,2019-01-22 00:00:00,nan in Montana,https://media.dojmt.gov/wp-content/uploads/Combe-Consuemr-Datat-Breach-Notification.pdf,Combe Incorporated,2019-02-28 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2019-01-15 00:00:00,Montana
12/3/2018-12/3/2018,2018-12-03 00:00:00,1.0 in Montana,https://media.dojmt.gov/wp-content/uploads/CON-Notice-to-Montana.pdf,Beacon Sales Acquisition Inc,2019-03-07 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2018-12-03 00:00:00,Montana
1/31/2019-1/31/2019,2019-01-31 00:00:00,2.0 in Montana,https://media.dojmt.gov/wp-content/uploads/REESE-CON-Regulatory-Letter-dated-March-7-2019-Helena-MT.pdf,Reese Henry & Company Inc,2019-03-07 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2019-01-31 00:00:00,Montana
7/25/2018-2/5/2019,2019-02-05 00:00:00,1.0 in Montana,https://media.dojmt.gov/wp-content/uploads/CON-NOTIF.pdf,Bumblebee Batteries,2019-03-07 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2018-07-25 00:00:00,Montana
5/8/2018-8/1/2018,2018-08-01 00:00:00,2.0 in Montana,https://media.dojmt.gov/wp-content/uploads/CON-MT-Notification.pdf,Advocate Sherman Hospital,2019-03-08 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2018-05-08 00:00:00,Montana
5/9/2018-5/17/2018,2018-05-17 00:00:00,2.0 in Montana,https://media.dojmt.gov/wp-content/uploads/CON-Emerson-Hospital-MT-c.pdf,Emerson Hospital,2019-03-08 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2018-05-09 00:00:00,Montana
8/10/2018-12/14/2018,2018-12-14 00:00:00,1.0 in Montana,https://media.dojmt.gov/wp-content/uploads/CON-MT-Notice-of-Data-Event.pdf,Discipleship Ministries,2019-03-08 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2018-08-10 00:00:00,Montana
6/11/2018-2/26/2019,2019-02-26 00:00:00,17.0 in Montana,https://media.dojmt.gov/wp-content/uploads/CON-Letter-to-Montana-Office-of-Consumer-Protection.pdf,OnCourse Learning Corporation / Relias LLC,2019-03-08 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2018-06-11 00:00:00,Montana
1/9/2019-1/30/2019,2019-01-30 00:00:00,5.0 in Montana,https://media.dojmt.gov/wp-content/uploads/CON-UofMary-MT-AG-Notification.pdf,University of Mary,2019-03-12 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2019-01-09 00:00:00,Montana
1/19/2018-6/30/2018,2018-06-30 00:00:00,29.0 in Montana,https://media.dojmt.gov/wp-content/uploads/CON-IVG-Breach-Notification-Letter.pdf,International Vapor Group,2019-03-12 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2018-01-19 00:00:00,Montana
1/8/2018-8/7/2018,2018-08-07 00:00:00,3.0 in Montana,https://media.dojmt.gov/wp-content/uploads/CON-ABM-Notice-of-Data-Event-MT.pdf,ABM Industries Incorporated,2019-03-12 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2018-01-08 00:00:00,Montana
5/12/2018-9/17/2018,2018-09-17 00:00:00,1.0 in Montana,https://media.dojmt.gov/wp-content/uploads/CON-NOTICE-2.pdf,Texas VSI LLC,2019-03-13 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2018-05-12 00:00:00,Montana
2/09/2019-2/21/2019,2019-02-21 00:00:00,2.0 in Montana,https://media.dojmt.gov/wp-content/uploads/CON-NOTICE.pdf,James Perse Enterprises Inc,2019-03-14 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2019-02-09 00:00:00,Montana
9/01/2018-11/15/2018,2018-11-15 00:00:00,5.0 in Montana,https://media.dojmt.gov/wp-content/uploads/CON-NOTICE-Yaculta-MT-Notice-of-Data-Event-FINAL-1.pdf,Yaculta Companies Inc,2019-03-15 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2018-09-01 00:00:00,Montana
4/5/2015-4/5/2015,2015-04-05 00:00:00,1.0 in Montana, https://media.dojmt.gov/wp-content/uploads/Stanislaus-Surgical-Hospital.pdf ,Stanislaus Surgical Hospital,2015-05-06 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2015-04-05 00:00:00,Montana
6/8/2015-6/8/2015,2015-06-08 00:00:00,13.0 in Montana, https://media.dojmt.gov/wp-content/uploads/State-Farm.pdf ,State Farm (1),2015-06-15 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2015-06-08 00:00:00,Montana
4/1/2015-4/30/2015,2015-04-30 00:00:00,33.0 in Montana, https://media.dojmt.gov/wp-content/uploads/Rombauer-Vineyards.pdf ,Rombauer Vineyards,2015-06-16 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2015-04-01 00:00:00,Montana
8/12/2015-8/12/2015,2015-08-12 00:00:00,6.0 in Montana, https://media.dojmt.gov/wp-content/uploads/Brunswick-Hotel-Tavern.pdf ,Brunswick Hotel & Tavern,2015-08-21 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2015-08-12 00:00:00,Montana
9/15/2015-9/15/2015,2015-09-15 00:00:00,1134 in Montana, https://media.dojmt.gov/wp-content/uploads/T-Mobile-USA-Inc..pdf ,"T-Mobile USA, Inc.",2015-10-01 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2015-09-15 00:00:00,Montana
9/15/2015-9/15/2015,2015-09-15 00:00:00,1 in Montana, https://media.dojmt.gov/wp-content/uploads/Red-Dress-Boutique.pdf ,Red Dress Boutique,2015-10-05 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2015-09-15 00:00:00,Montana
8/19/2015-8/19/2015,2015-08-19 00:00:00,6 in Montana, https://media.dojmt.gov/wp-content/uploads/Dow-Jones-Company.pdf ,Dow Jones & Company,2015-10-09 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2015-08-19 00:00:00,Montana
9/9/2015-9/9/2015,2015-09-09 00:00:00,11 in Montana, https://media.dojmt.gov/wp-content/uploads/Salt-Lake-County-Utah.pdf ,"Salt Lake County, Utah",2015-10-09 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2015-09-09 00:00:00,Montana
6/16/2015-6/16/2015,2015-06-16 00:00:00,13 in Montana, https://media.dojmt.gov/wp-content/uploads/Eyebuy-Direct.pdf ,Eyebuy Direct,2015-10-13 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2015-06-16 00:00:00,Montana
3/24/2015-5/20/2015,2015-05-20 00:00:00,Unknown in Montana, https://media.dojmt.gov/wp-content/uploads/Service-Systems-Associates-SSA.pdf ,Services Systems Associates,2015-10-13 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2015-03-24 00:00:00,Montana
9/23/2015-9/23/2015,2015-09-23 00:00:00,1 in Montana, https://media.dojmt.gov/wp-content/uploads/Schlage-Lock-Company.pdf ,Schlage Lock Company,2015-10-13 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2015-09-23 00:00:00,Montana
10/9/2015-10/9/2015,2015-10-09 00:00:00,1 in Montana, https://media.dojmt.gov/wp-content/uploads/Ameriprise-Financial.pdf ,Ameriprise Financial (1),2015-10-19 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2015-10-09 00:00:00,Montana
6/30/2015-6/30/2015,2015-06-30 00:00:00,23 in Montana, https://media.dojmt.gov/wp-content/uploads/Accuform-Manufacturing.pdf ,"Accuform Manufacturing, Inc.",2015-10-20 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2015-06-30 00:00:00,Montana
1/28/2015-8/3/2015,2015-08-03 00:00:00,22 in Montana, https://media.dojmt.gov/wp-content/uploads/Noble-House-Hotels-and-Resorts.pdf ,Noble House Hotels and Resorts (1),2015-10-22 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2015-01-28 00:00:00,Montana
9/16/2015-9/16/2015,2015-09-16 00:00:00,6 in Montana, https://media.dojmt.gov/wp-content/uploads/Stiletto-Solutions.pdf ,Stiletto Solutions,2015-10-28 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2015-09-16 00:00:00,Montana
9/1/2015-9/30/2015,2015-09-30 00:00:00,1 in Montana, https://media.dojmt.gov/wp-content/uploads/Transcontinental-Fund-Administration.pdf ,Transcontinental Fund (Wolff Co.),2015-10-28 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2015-09-01 00:00:00,Montana
8/31/2015-9/30/2015,2015-09-30 00:00:00,4 in Montana, https://media.dojmt.gov/wp-content/uploads/Dow-Corning.pdf ,Dow Corning Corporation,2015-10-30 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2015-08-31 00:00:00,Montana
10/24/2015-10/25/2015,2015-10-25 00:00:00,3 in Montana, https://media.dojmt.gov/wp-content/uploads/Brandeis-University.pdf ,Brandeis University,2015-11-12 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2015-10-24 00:00:00,Montana
5/18/2015-5/18/2015,2015-05-18 00:00:00,1 in Montana, https://media.dojmt.gov/wp-content/uploads/Integrated-Listening-Systems.pdf ,Integrated Listening Systems,2015-11-12 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2015-05-18 00:00:00,Montana
12/29/2014-8/11/2015,2015-08-11 00:00:00,165 in Montana, https://media.dojmt.gov/wp-content/uploads/Noble-House-Hotels-and-Resorts2.pdf ,Noble House Hotel and Resorts (2),2015-11-13 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2014-12-29 00:00:00,Montana
10/16/2015-10/16/2015,2015-10-16 00:00:00,3 in Montana, https://media.dojmt.gov/wp-content/uploads/Fashion-to-Figure.pdf ,Fashion to Figure,2015-11-13 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2015-10-16 00:00:00,Montana
9/16/2015-9/16/2015,2015-09-16 00:00:00,17 in Montana, https://media.dojmt.gov/wp-content/uploads/OH-Muhlenberg-LLC.pdf ,"OH Muhlenberg, LLC",2015-11-13 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2015-09-16 00:00:00,Montana
9/29/2015-11/2/2015,2015-11-02 00:00:00,1 in Montana, https://media.dojmt.gov/wp-content/uploads/Seattle-Chocolates-Company.pdf ,Seattle Chocolates Company,2015-11-16 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2015-09-29 00:00:00,Montana
10/12/2015-10/20/2015,2015-10-20 00:00:00,36 in Montana, https://media.dojmt.gov/wp-content/uploads/Intuit.pdf ,Intuit (1),2015-11-17 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2015-10-12 00:00:00,Montana
3/9/2015-6/8/2015,2015-06-08 00:00:00,Unknown in Montana, https://media.dojmt.gov/wp-content/uploads/Wilderness-Hotel-and-Golf-Resort.pdf ,Wilderness Hotel and Golf Resort,2015-11-20 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2015-03-09 00:00:00,Montana
4/21/2015-7/27/2015,2015-07-27 00:00:00,Unknown in Montana, https://media.dojmt.gov/wp-content/uploads/Hilton.pdf ,Hilton,2015-11-24 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2015-04-21 00:00:00,Montana
11/18/2014-12/5/2014,2014-12-05 00:00:00,Unknown in Montana, https://media.dojmt.gov/wp-content/uploads/Hilton.pdf ,Hilton,2015-11-24 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2014-11-18 00:00:00,Montana
10/23/2015-10/23/2015,2015-10-23 00:00:00,1 in Montana, https://media.dojmt.gov/wp-content/uploads/Intuit-2.pdf ,Intuit (2),2015-11-25 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2015-10-23 00:00:00,Montana
11/17/2015-11/17/2015,2015-11-17 00:00:00,1 in Montana, https://media.dojmt.gov/wp-content/uploads/Precision-Resource-Company.pdf ,Precision Resource Company,2015-11-30 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2015-11-17 00:00:00,Montana
10/26/2015-11/8/2015,2015-11-08 00:00:00,1 in Montana, https://media.dojmt.gov/wp-content/uploads/Cottage-Health.pdf ,Cottage Health,2015-12-03 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2015-10-26 00:00:00,Montana
9/24/2015-9/24/2015,2015-09-24 00:00:00,2 in Montana, https://media.dojmt.gov/wp-content/uploads/New-England-Calendar-and-Novelty-Company.pdf ,New England Calendar and Novelty Company,2015-12-10 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2015-09-24 00:00:00,Montana
8/5/2015-8/5/2015,2015-08-05 00:00:00,39 in Montana, https://media.dojmt.gov/wp-content/uploads/Toyota-Motor-Credit-Corporation.pdf ,Toyota Motor Credit Corporation (1),2015-12-11 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2015-08-05 00:00:00,Montana
11/17/2015-11/17/2015,2015-11-17 00:00:00,23 in Montana, https://media.dojmt.gov/wp-content/uploads/TuneCore.pdf ,TuneCore,2015-12-11 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2015-11-17 00:00:00,Montana
10/28/2015-10/28/2015,2015-10-28 00:00:00,1 in Montana, https://media.dojmt.gov/wp-content/uploads/Centerra-Group-LLC-ADP.pdf ,"Centerra Group, LLC (ADP)",2015-12-14 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2015-10-28 00:00:00,Montana
10/26/2015-10/26/2015,2015-10-26 00:00:00,2 in Montana, https://media.dojmt.gov/wp-content/uploads/State-Farm-2.pdf ,State Farm (2),2015-12-15 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2015-10-26 00:00:00,Montana
8/30/2015-8/30/2015,2015-08-30 00:00:00,4 in Montana, https://media.dojmt.gov/wp-content/uploads/Gonzaga-University.pdf ,Gonzaga University,2015-12-18 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2015-08-30 00:00:00,Montana
10/15/2015-11/20/2015,2015-11-20 00:00:00,48 in Montana, https://media.dojmt.gov/wp-content/uploads/Dungarees.pdf ,"Dungarees, LLC",2015-12-18 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2015-10-15 00:00:00,Montana
12/8/2015-12/8/2015,2015-12-08 00:00:00,1 in Montana, https://media.dojmt.gov/wp-content/uploads/Thomas-Nelson-Community-College.pdf ,Thomas Nelson Community College,2015-12-18 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2015-12-08 00:00:00,Montana
11/9/2015-12/7/2015,2015-12-07 00:00:00,43 in Montana, https://media.dojmt.gov/wp-content/uploads/Matson-Navigation-Company-and-Horizon-Lines.pdf ,Matson Navigation and Horizon Lines,2015-12-23 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2015-11-09 00:00:00,Montana
8/3/2015-11/18/2015,2015-11-18 00:00:00,5 in Montana, https://media.dojmt.gov/wp-content/uploads/Farm-to-Feet.pdf ,Farm to Feet,2015-12-23 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2015-08-03 00:00:00,Montana
11/27/2015-11/30/2015,2015-11-30 00:00:00,3 in Montana, https://media.dojmt.gov/wp-content/uploads/HDIS.pdf ,HDIS,2015-12-28 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2015-11-27 00:00:00,Montana
10/31/2015-10/31/2015,2015-10-31 00:00:00,1 in Montana, https://media.dojmt.gov/wp-content/uploads/St.-Lukes-Cornwall-Hospital.pdf ,St. Luke's Cornwall Hospital,2015-12-30 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2015-10-31 00:00:00,Montana
11/10/2015-11/17/2015,2015-11-17 00:00:00,6 in Montana, https://media.dojmt.gov/wp-content/uploads/Regional-Income-Tax-Agency.pdf ,Regional Income Tax Agency,2015-12-31 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2015-11-10 00:00:00,Montana
12/1/2015-12/14/2015,2015-12-14 00:00:00,2 in Montana, https://media.dojmt.gov/wp-content/uploads/Hyde-Park-Partners.pdf ,"Hyde Park Partners, Inc. (MROStop LLC)",2016-01-04 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2015-12-01 00:00:00,Montana
11/10/2015-11/10/2015,2015-11-10 00:00:00,1 in Montana, https://media.dojmt.gov/wp-content/uploads/Blucora.pdf ,"Blucora, Inc. (TaxAct)",2016-01-08 00:00:00,https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#,2015-11-10 00:00:00,Montana
